review_title,review_date,review_person,ratings,review_text,review_text_pro,review_text_con
Great Company,2023-04-20,"Senior Software Engineer in San Francisco, CA",5,,"Benefits, WLB, Offices, Salary, Food",Achieving significant influence or making a notable difference can be challenging in a company of such size
Medicore,2023-04-24,"Telecommunications Engineer in Mountain View, CA",2,,There are a lot of amenities on site.,Lack of direction and organization.
Good,2023-04-22,"Senior Software Engineer in San Antonio, TX",3,,Good stuff It was quite fun I enjoyed it,None whatsoever it was a great experience and I enjoyed it.
good place to work,2023-04-22,Senior Engineer,5,,good place to work overall,less salary than other company
Great place to work,2023-04-19,Software Engineer (Swe II),5,,"Lots of different things to work on. Relaxed culture, depending on the team.",Individualistic performance structure sometimes leads to lack of collaboration.
Good Corporate Company,2023-04-21,"Software Engineer in Venice, CA",4,,Good people to work with,Most of the perks are gone. Promotion opportunities are more difficult to come by now.
"Great opportunity, but be wary of the hype",2023-03-13,Software Engineer,4,,Top-notch engineering. Just being around other skilled engineers and seeing how things are done causes you to become more skilled. Friendly people. Lots of small perks,"Inconsistent product direction. There's a lot of internal joking about the short time between teams being shuffled, and this means it's difficult to see projects through to completion. Senior leadership seems more focused on cost-cutting than effective long-term vision. There's lots of talk about respecting each other, but when the chips are down leadership does not follow through on that."
Great Company,2023-04-18,"Senior Account Manager in New York, NY",5,,Best company I've ever worked for!,Not a lot of upward mobility because it is lean at the top. But that's what's great about a big company!
Learning a lot,2023-04-19,Software Engineer in Dallas-Fort Worth,5,,"Learning a lot, making a lot, solving really hard problems, working with fantastic people",Slow and complex process as most big companies
Not what it used to be,2023-02-08,"Sr. UX Manager in San Francisco, CA",2,,"Really amazing coworkers who are experts in everything you can imagine, and generally really kind and helpful. Great total compensation.","I was shocked by Google's inability to get stuff done, and how toxic the culture is around performance reviews; the GRAD system is unbelievably half-baked and the rollout was beyond inept. People were also constantly stressed about basically everything, and one coworker told me when I started that everyone was in a state of organizational misery, all the time, and that it was just part of the Google experience. Yikes."
"Overall, Great!",2023-03-29,Data Analyst Intern,5,,I learned a lot from this cross-function team.,"Some time feel tired of learning and working, but worth it,"
It,2023-04-01,"Software Engineer in San Francisco, CA",5,,Very good company to work at,I don’t have any cons to say
Professional tram,2023-03-28,"Internship in Seattle, WA",5,,Being surronded by super talented people makes lots of learning oppurtunity.,Job instability is becoming an industrial standard
Work at Google X - The moonshot factory is good.,2023-03-07,"Test Engineer in Mountain View, CA",5,,* No boundaries for the scope of work. * Opportunity to work with the like minded people. * Work environment is friendly. * People are passionate about the work.,No safety for the job. Poor leadership that leads to project closure/shutdown. Switching to other projects (in other bets) is challenging.
Great,2023-04-01,"Business Development Manager in Sussex Unit, WY",5,,Best place to wrk period,No cons that I can think of
Toxic,2023-04-22,UX Design Manager,2,,Generous compensation. Working with highly intelligent people.,Competitive and toxic culture. Incompetent managers.
"Great experience, great people, leverages individuals, little beaucracy",2023-01-19,Senior Technical Program Manager,5,,"- Google does an amazing job of trusting its employees and letting them try new things. - Good ideas can come from anywhere - as long as you have good reasoning for an idea, leadership is open to adopting it. - Very little politics. Even as a program manager, I spent very little time navigating the politics of the organization. - Strong engineering belief in doing things the right way. We rarely cut corners and when we did, we had good justifications for it. - Many options to transfer within the company. (obviously, only if you're doing well at your current job)","- It's getting large. Any organization with over 100,000 people inherits some form of bureaucracy and burdensome processes."
flexible company,2023-04-19,"Administrative Assistant in Atlanta, GA",4,,"great relationship, flexible hours throughout the day","no off days, something can happen at any moment that you need to do"
Review,2023-03-16,Principal Consultant,5,,"Great work life balance, Generous pay and amazing perks.",Currently going through an organizational culture change which is killing it’s kind and collaborative style and giving birth to an up or out culture that reflects the toxic cultures of other companies.
Good place to work,2023-04-19,"Junior Software Developer in San Jose, CA",4,,"Good pay, good benefits and flexible timing",Annoying working with all those entited brats there
good,2023-04-02,Technical Support Engineer,3,,"good culture, work life balance","less pay, hectic work life balance"
Review,2023-03-16,Principal Consultant,5,,"Great work life balance, Generous pay and amazing perks.",Currently going through an organizational culture change which is killing it’s kind and collaborative style and giving birth to an up or out culture that reflects the toxic cultures of other companies.
Very good pay,2023-03-25,"Senior Financial Analyst in Kirkland, WA",3,,Pay and benefits are top of market but that’s about it,"Extremely political, toxic middle management, forced RTO in finance, long hours and lots of evenings"
Working at Google,2023-03-28,"Program Manager in San Francisco, CA",4,,"Culture, transparency, benefits, salary, teamwork",Competitive environment to work in and colleagues looking out for themselves.
SED engineering,2023-03-28,"Anonymous Employee in Bellevue, WA",3,,I have nothing to say just like normal,I got fair price so the cons are not important
Excellent,2023-03-28,"Software Engineer in Cambridge, MA",5,,"Interesting work, comfortable work environment, nice coworkers.",Many technologist are reinvented internally rather than using open source.
Strong employer and value system,2023-03-29,Anonymous Employee,5,,"innovation, employee communications, hybrid virtual/office collaboration",unclear swim lanes and credit for projects
Great company but not good at advancing scientific levels,2023-03-01,Associate Director of Development,4,,Lot of projects to work on; small so you can expand your experience in multiple areas (lots of hats to wear),Difficult to get R&D scientists promoted so salaries stagnate a bit; upper management does not always make decisions on projects quickly enough
"Nice perks, but S-L-O-W to make decisions",2023-02-14,"Senior Product Manager in San Jose, CA",3,,Best perks! Really nice people.,"Very big and lots of politics. You'll spend more time talking about what to do than you'll spend doing. Decisions are by committee, with no clear owner and lots of ""We should check with XXXX to make sure they are ok with it...."". In the end, there's a lot of analysis before any work gets done. Many projects will be worked on for 6-12 months only to have a reorg or leadership change and then get cancelled. Very dissatisfying."
"Past its glory days, but still overall a good place to work",2023-02-08,"Engineering Manager in Seattle, WA",4,,"* Pay around the top of what you can get in big tech.  * Google still has most of the perks it's famous for. Solid food, entertainment options, gyms, interesting shared spaces.   * The work is generally challenging - solving difficult problems at scale - but not super intense. Rarely have to work longer than 40 hours/week if you are good at setting your expectations.   * Anyone who has been there since the mid 2010s or longer is likely to be a super smart, super kind person who is competent and a pleasure to work with.","* It increasingly feels like other big tech companies. The bottom-up, dev-focused mentality still exists to some extent, but bureaucracy, mandates, and managerial office politics are all getting more prevalent. Leadership decisions are increasingly opaque and crassly unconcerned with employee opinions.   * Hiring standards have plummeted with the rapid expansion starting in the late 2010s. Combined with the widely available materials and coaching for passing Google interviews, this has led to a lot more incompetent people getting into the company at all levels.   * The company is agonizingly slow to fire people for performance reasons. This means if you have teammates, reports, or (the worse) managers who are incompetent, they could linger in their positions for a year or years being minimally productive - or even actively counterproductive - before they are let go.   * You'd often think the company was struggling to make ends meet, rather than profiting tens of billions of dollars per year. Perks are being suspended or cut, mass layoffs occurred without warning, and the already haphazard hiring pipeline has been frozen on and off. Upper management maintains that this is all the result of economic headwinds and long term strategy, versus propping up the wealth of the major shareholders."
good,2023-03-19,"Computer Lab Services in Houston, TX",4,,good place to work environment,not a bad place to work
Good,2023-03-19,"Software Engineer in Mountain View, CA",5,,Cutting edge software work at goog,No cons to working at Google
good,2023-03-20,"Executive Assistant in Los Angeles, CA",5,,a good working place for suitable payment,provide good life/work balance opportunity
Great place!,2023-03-20,"Industrial Designer in Mountain View, CA",5,,Peers and working environment are great.,Can not think of any.
sfgsdfgsdfg,2023-03-20,"QA Engennier in Chicago, IL",5,,good very good fun much,free stuff every day for a day
Great place,2023-03-21,Secretary,4,,Atmosphere was awesome and fun,"Long work hours, high expectations"
Great place to work.,2023-03-13,"Software Developer in San Francisco, CA",4,,Organization Hierarchy team work Collaboration Transparency,long hours of work and high expectation
Dying company,2023-03-09,Software Engineer,4,,Chill people Free food Great reputation & brand name Reasonable work loads Good internal tools and frameworks,Bad career growth Slow development speed GRAD is turning the company into Amazon
Experience,2023-04-02,"Software Engineer in New York, NY",1,,I worked on a great project with great colleagues,Unnecessary number of layoffs with record profits
No longer special,2023-01-23,Principle Software Engineer,4,,"Google used to be a really special place to work. Over the years, it's become more and more a typical large company. There are still lots of smart & motivated employees.","Empower employees to deliver on their visions. The longstanding ""20% time"" tradition has largely faded away. These days, you're expected to spend your 20% time on something your manager approves of, and generally on something that contributes back to the company in a way that matches your job description, rather than on wild ideas that might or might not pan out."
Decent company but too many politics,2023-03-16,"Global Account Executive in New York, NY",4,,"Compensation, stock options , status, opportunities","Very hard to demonstrate unprecedented impact, promotions are rediculously difficult, culture has taken a turn for the worse since pandemic"
A great place to work,2023-01-31,"Technical Sourcer in Austin, TX",5,,"The pay and benefits were great, my team was amazing, the work was fun and impactful.",Ambiguity can be a challenge at times and it can be difficult to navigate such a big organization.
Good for a big company,2022-12-31,Software Engineer,5,,"Solid pay, reliable as a large company. It doesn't always translate, but many people in the organization do care a lot","Team matters a lot, company is huge so switching teams can completely change the experience Slow to develop and promote."
Great time working,2023-02-13,"Software Engineer in Sunnyvale, CA",5,,"A lot of benefits including gym, game rooms, some sport facilities, etc.",None that I can think of
google intern,2023-02-12,"Junior Software Engineer in New York, NY",5,,was to stressful and alot of work asked,they pay good salary and most of my team was so cooperative
Aside from being laid-off...,2023-01-27,Program Manager,5,,It really is everything you think it is. It's a culture like nowhere else.,"Lay-offs, and a lot of your salary comes from monthly stock vestments. Which is fine, but if you want a bigger base salary, this isn't the place."
HW is tough,2023-01-22,"NPI Supply Chain Program Manager in Mountain View, CA",5,,"You work with the best ppl, best team in a super friendly environment.","HW work & life balance is not good which is well known, guess all the HW ops will have the same challenge as you have to keep your calendar flexible with multiple time zones."
Its' fine,2023-02-15,"Data Engineer in Krakow, MO",5,,cafeteria is good but could be better,workning hours are very bad
okay experience,2023-02-17,"Social Media Manager in Los Angeles, CA",5,,-great coworkers -light workload -great food,-not enough of a challenge on the daily
Good work/life balance and culture,2023-02-09,"Optical Engineer in Mountain View, CA",5,,"Work/life balance, culture, compensation, transparency, company perks","lack of leadership direction, hardware infrastructure, and recently low level of energy for innovation"
Potential for huge user impact if you can navigate the internal politics,2023-02-16,"Staff Software Engineer in Mountain View, CA",4,,Ability to work within almost every field Work is seen by millions of daily active users Ambitious but friendly coworkers Great total compensation,There is a much lower appetite for taking risks and innovating (and has been this way for at least the last 5 years).
Great place to work,2023-01-27,"Senior Recruiter in New York, NY",5,,"High salary, excellent medical benefits, employee perks","High volume of work, lots of inefficient processes, hard to stand out bc size of company"
Good company to work for,2023-01-30,Software Engineer III,5,,Free food easy to switch between teams,lot of legacy systems very hard to put forward new ideas
Amazing People,2023-01-30,Anonymous Employee,5,,- Great place to work - Loads to learn - Friendly people - Great office perks,- Affected by tech layoffs
Great company.,2023-02-02,Partner Strategy,5,,Some of the most collaborative and talented people join Google.,Can’t think of any To call out.
Best,2023-02-07,Anonymous Employee,5,,Monthly RSU vesting I like it.,Crammed sessions with the team.
Google Review,2023-03-17,"Data Scientist in Los Angeles, CA",4,,Good salary for the ds position,Too much work to do everyday
Boring,2023-03-04,"Software Engineer in Mountain View, CA",4,,"Smart, talented people, best in class resources","Cultural inability to ship product, extremely complacent, more political infighting than the desire to make great things"
Nice to work for but projects might be not exicting,2023-01-31,"Software Engineer in Seattle, WA",5,,"nice colleagues, awesome food, great culture",projects are not very exciting
Everything depends on where in the company you work and who you work for,2023-02-27,"Finance Analyst in Austin, TX",3,,Great perks Great pay Great benefits,Horrible work-life balance and managers that micromanage
"Still one of the best, but declining",2022-10-27,"Software Engineer in Mountain View, CA",3,,The people are usually great to work with Good salary and benefits Fancy offices,"Declining culture is the biggest issue. This used to be a company that most people felt proud to work for because of its strong values and open culture. This has been on a downward trend for at least the last 5 years with no signs of improving and no acknowledgement from the leadership. COVID also greatly impacted the Google experience for the worse: the company was amongst the slowest to adapt and embrace flexibility, and at the same time many social team-building events have been silently phased out."
Awesome,2023-01-27,"Software Engineer in Boston, MA",5,,Staff I worked with were amazing,Meeting Culture is heavy but doable
Hit or miss with managers,2023-02-21,"Program Manager in Colorado Springs, CO",3,,"Good pay, flexible work situations",There is no accountability for managers in the new system. They can write completely incorrect and false information on employee reviews and employees have zero recourse to correct the information.
Good,2023-01-23,"Business Analyst in Seattle, WA",5,,Great to work for lots of growth potential,No cons that I can think of right now
its good,2023-01-26,Data Analyst,5,,good company and i like it,layed off very recently my friends
Good company,2023-01-26,"Software Engineer in San Francisco, CA",5,,Great company to launch a career in.,Interviews are hard to pass.
amazing!,2023-01-26,Anonymous Employee,5,,love the people and campus,you have to have patience and be exceptional
perfect company,2023-01-27,Software Engineer,5,,work-life balance is good. good tech stack,politics are there for promotion
Amazing culture and company,2023-01-14,Technical Program Manager,5,,Great environment and people. Very motivating to work in such a great company,Nothing is defined and you can create own role. Can be pros
Just fine,2023-03-06,Senior Consultant in Midtown New York,4,,You have to perform to get paid,Over time for me but I have family so
Experience at Google,2023-01-31,Software Engineer,5,,A great to company for with genius brains around.,Constant fear of getting laid-off is very disheartening.
ITS GOOGLE,2023-01-31,"Senior Software Engineer in Los Angeles, CA",5,,great pay great benefits great hours great environment great colleagues,"""culty"" vibes have to have a google phone"
Great Company,2023-02-05,Anonymous Employee,5,,lots of good stuff to say,Nothing bad to say really
Good,2023-02-06,"Software Engineer in San Francisco, CA",4,,Good place to work at and good food,Need work on management skills
SWE,2023-02-06,Software Engineer,4,,food is ok. people are nice.,too many talents. pays are not good.
Great,2023-01-31,"Data Scientist in New York, NY",5,,"Great culture, smart people, nice office, learning opportunities every day",A bit too much focus on artifacts to document achievements
"Great talent, not as well organized",2023-01-30,"Technical Program Manager in Mountain View, CA",4,,Great talent magnet compared to other large companies,"Less organized, and the talent are not as motivated"
Hello,2023-02-04,"Digital Marketing Manager in San Juan, PR",5,,I really like it and is fun,Nothing I like my job
Job,2023-02-05,Accountant,5,,Work life balance and free food,Could offer higher salary and pay transparency
Great company good benefits,2023-02-01,Software Engineer,5,,Good pay for the gig Good staff,Sometimes unfriendly Management isn’t focused
Best Company,2022-12-31,"Graphic Designer in Parma, OH",5,,"Time , Work , Learn , Knowledge , Helpful",Google Is The Best Company In The World
Good,2023-01-06,Software Development Engineer In Test (SDET),5,,Good work culture and challenging,Nothing in specific for my role
Ok,2023-02-22,"Software Engineer in San Francisco, CA",3,,I got benefits and good salary,It was not very interesting
Great Company,2023-01-03,Business Analyst,5,,did everything it advertised and more,could have better instructions for use
Google its ok.,2023-02-21,"Secretary in Cleveland, OH",3,,Has a nice office space.,Office culture is fast paced.
Google,2023-02-13,"Software Engineer in Hinckley, OH",4,,"Great salary, Great Benefits and Great Location",There is a lot of overtime and the work is really hard some times
Tough company,2023-03-09,"Program Manager in Cleveland, OH",1,,Good pay and benefits for full time workers.,Terrible culture and leadership who can’t make decisions.
Great,2022-12-29,Intern,5,,This was the best experience I've ever had working for a company,Everybody around you is very smart
"Good Benefits, Environment is Changing",2023-01-31,"Administrative Business Partner in San Francisco, CA",4,,- Benefits - Variety of Role - Diverse portfolio of companies and teams.,- Manager Politics / Sensitive to Public Perception - Becoming More Corporate - Pay for Performance over years - Performance Process needs refinement
work at google,2023-02-02,"Software Engineer in Cleveland, OH",3,,"Good technicals, great engineer teammates, nice office","Random layoffs, culture becoming worse over the years. Pay is not on par with the level of difficulty (in my team). Difficult to get promotion."
"Nice Salary, too much work",2023-02-04,"Anonymous Employee in San Francisco, MO",4,,"Nice Salary, too much work",Sometimes responsibilities don't match your Level nor salary
Stress and bureaucracy,2023-01-21,Data Center Manager,3,,"Good people. Challenging work, had good perks","Bureaucracy, bureaucracy, bureaucracy. To many teams with different OKRs that don't aline with each other. your stuck in the middle. Diminishing training and perks."
Overall company culture,2023-01-31,TPM II,4,,Google really encourage Googlers respect each other and promotes flexibility at work.,"No standard tools or processes, which causes inefficiency."
