review_title,review_date,review_person,ratings,review_text,review_text_pro,review_text_con
Golden Handcuffs,2022-10-11,"Case Manager in Portland, OR",4,,Amazing benefits and really cool work environment. The office is gorgeous and they provide a variety of work spaces which makes it fun to work there! They even allow dogs! There are so many positive things about working in an Airbnb office that it made it really hard to leave.,"The job itself was miserable. I could never make everyone happy. I had to solve problems between the Hosts and the Guests. And often times both people felt like they were in the right. (someone is almost always wrong) I was constantly in the middle of two adults arguing. The phrase: ""The customer is always right"" doesn't really work when the Host and the Guest are both your customers. So often times solutions would leave one party unhappy which was very stressful for me. I didn't like feeling that way. Ultimately I left because I just wanted a Job that was less negative and stressful. But I do want to mention that this was just the nature of the job, it is not Airbnb's fault. Overall I feel very happy with the company and did not leave on bad terms. It just wasn't for me."
Great Place to Work ... Until it isn't,2023-03-03,"Sr Program Manager in San Francisco, CA",2,,Most people are thoughtful and good at what they do.,"Despite any mission statement or rules of ethics they have on paper, HR and the legal department who are supposed to enforce them are a joke."
Love this place!,2023-03-16,"Marketing Coordinator in San Francisco, CA",4,,Great work and great opportunity! I loved my team and the leadership I worked with directly.,I do not have any cons.
Ok,2023-03-13,"Ambassador in San Francisco, CA",3,,Don’t pay a living wage for the area,Poor salary for the area
The best people I’ve ever worked with,2023-02-20,"Senior Program Manager in Portland, OR",5,,Great colleagues Live anywhere work anywhere,"- Founder-led, with a CEO who is very involved (almost too involved) in decision making, which can then become a bottleneck because you’re constantly trying to get time with him - career progression can be unclear"
Great Place to Work ... Until it isn't,2023-03-03,"Sr Program Manager in San Francisco, CA",2,,Most people are thoughtful and good at what they do.,"Despite any mission statement or rules of ethics they have on paper, HR and the legal department who are supposed to enforce them are a joke."
Great if you're good with lots of change,2023-02-02,"Trust Officer in Portland, OR",5,,lots of autonomy and flexibility in the trust org,structure and orgs constantly in state of flux
Love this place!,2023-03-16,"Marketing Coordinator in San Francisco, CA",4,,Great work and great opportunity! I loved my team and the leadership I worked with directly.,I do not have any cons.
Great WLB,2023-02-07,"Staff Software Engineer in Seattle, WA",5,,1. Great WLB 2. Decent compensation,1. Limited space for senior IC to climb the ladder
Ok,2023-03-13,"Ambassador in San Francisco, CA",3,,Don’t pay a living wage for the area,Poor salary for the area
too much work for not a lot of gain,2023-03-02,"Designer in San Francisco, CA",2,,can't really think of much other than airbnb being a name brand company,"long hours, no boundaries, can't say no"
"Great culture, amazing colleagues",2023-01-04,"Food and Beverage Manager in San Francisco, CA",5,,I loved my experience though I didn't always get the help I needed,Hyper-growth is damn hard to keep up with
Sweet Job,2023-01-06,"Surf Instructor in Los Angeles, CA",5,,Your office is the beach!,It can be chilly in the winter and you will have to deal with the rain on occasion.
"Great coworkers, bad leadership",2023-02-06,"Engineering Manager in San Francisco, CA",2,,"The people you work with are great, and it does look good on a resume.","Way too top heavy, and leadership has no idea what they are doing."
Great place to work,2023-02-28,"Manager, Finance and Accounting in San Francisco, CA",4,,"Flexibility, culture, food, leadership, opportunities",Can be hard to get things done
Airbnb Security Guard,2023-02-07,"Air Security in San Francisco, CA",3,,"Overtime and more pay, snacks and water. thats basically it.","Alot of favoritizism, always expecting to randomly work overtime at last minute, no benefits with the company, low training skills, dealing with hostile environments and lack of communication."
"Good Company, Host Support not Great",2023-02-08,"Property Manager in College Station, TX",4,,"Great business model, and user friendly.",Their host support wasn't great.
"Great Perks, Dull Position",2023-01-06,"Payment Specialist in Portland, OR",4,,"Creme de la creme of the tech world with beautiful offices, great lunches, travel perks, and interesting people.","Work was very dull, which is due to the nature of the role so I can't fault the company."
Host,2023-01-28,"Host in Washington, DC",4,,Hosting guests is fun to do,Hosting guests and cleaning can be a lot of work
Good job,2023-01-30,"Housekeeper/Houseman in Virginia Beach, VA",2,,Good hours to work at,The pay isn’t great enough
Satisfied,2022-11-24,"Project Manager in Germany, IN",5,,"decent pay, nice colleagues, interesting subject","nothing i can think of, very good experience"
Great place to work,2023-01-08,"Senior Software Engineer in Seattle, WA",4,,"Easy going, life balance is great","Management, design driven, and not much engineering challenge"
Great company to work for,2022-11-04,"Program Manager in San Francisco, CA",5,,Cares about employees World-class company and brand,Can be intense depending on the team
"Great work life balance, good employee experience",2022-12-05,"Senior Software Engineer in San Francisco, CA",4,,"The company is good to its employees (compensations, perks, severance package) Very flexible remote work policy (even in other countries)",Top down decisions making may not be welcomed by folks from Google Design driving approach makes engs harder to push back
"One of the most collaborative, innovative, and exciting places to work!",2015-08-18,"Recruiting Coordinator in San Francisco, CA",5,,"Open-minded workplace with a deep sense of humility and passion. Strong set of core value that promote a generally positive work atmosphere. Upper management is very mindful of long-term growth and development. The food program is unrivaled and very well balanced. Every meal is made in-house with a variety of options (ie vegetarian, gluten-free, etc). Difference is truly embraced and celebrated here.","Growth in this company is incredibly fast, scaling at this pace can sometimes be a challenge for management."
Decent Company,2022-12-14,"Social Manager in Los Angeles, CA",3,,GREAT employee benefits and perks,Type A work environment (communications team); not open to new ways of doing things. Not diverse
Warm and forgiving,2022-08-03,"Program Manager in San Francisco, CA",5,,"Good culture, values of the company are solid and performance is tied to these values. Community and society benefit from this company CEO/Board does their best for employees","Not the most competitive in terms of benefits and salary Senior management aren't all great, especially the newer hires who 'settle' for a position only to laterally move to something else - then everything downstream has to change for a new leader."
Amazing people and culture,2022-10-14,"Service Manager in Portland, OR",5,,World class people and work culture.,Accountability and speed of execution.
A very pro employee public company,2022-07-06,"Principal Risk Compliance in Boston, MA",5,,"Amazing work perks for employees, including benefits and additional support. Work-life balance and additional holidays than most. Well funded and resourced employee interest groups and initiatives that create community.","The organization is still working on developing their long-term vision, which is always difficult in an industry that is so fast paced."
"Great salary, WFH",2022-09-07,"Engineering Manager in San Francisco, CA",5,,Remote Great salary People are nice,Disorganized Company reorgs frequently Difficult to get stuff done
Not the Airbnb it was pre-IPO,2022-04-01,"Staff Software Engineer in San Francisco, CA",2,,- There are still some amazing people who work there (for now) - Compensation is solid and the stock is doing well - CTO has really helped improve the technical direction of the company - There are interesting problems to solve - D&I efforts within the company have seemed to improved,"- Since the IPO, the company has shifted to twice yearly release cycles, and they still haven't quite figured out how to do it in a way that doesn't burn out all their employees - Work-life balance is something you have to fight for, not something that's assumed - Management quality is a mixed bag, and there's not consistent training for managers to improve - Currently, all designs have to go through CEO review, which creates a large bottleneck on decision making - Deadlines for projects frequently aren't based on the size of the project, but the desire for an idea to align with an upcoming release - Lots of reorgs, especially when leaders from a different company join"
recognize the pros and cons of the company,2022-09-08,"Software Engineer in England, OK",5,,the company has great benefits and bonus,there is great pressure that we need to undertake
Great in Infra,2022-09-01,"Senior Software Engineer in San Francisco, CA",5,,"Interesting problems, lots of autonomy, scale",Occasionally lack of direction in terms of engineering priorities
Airbnb needs to restructure HotelTonight ASAP,2022-04-07,"Customer Experience Agent in New York, NY",1,,Great benefits and lots of opportunity outside of your role to learn.,"HotelTonight CX team is managed by the same people for years and they seem to simply move teams around instead of breaking up the sorority that is our management team.  Airbnb has failed at fixing morale on this team and even worse seems to want us all to quit. This is a toxic environment that I had to leave for my sanity.  The D&B team is extremely discriminatory and only seems to believe in elevating black colleagues/LGBTQIA, meanwhile hispanics are struggling for an ounce of recognition and white co workers are demonized for their skin color even when allies."
Pretty good,2022-11-04,"Project Manager in Seattle, WA",4,,"Great people, interesting challenges, location flexibility",Global pandemic and conflicts regularly upending leisure and travel
"same thing everyday, great pay though",2022-11-02,"Cleaner in Catskill, NY",4,,$$ good management flexible hours,you have to be flexible and on-call
Decent,2022-10-15,"Senior Software Engineer in Seattle, WA",2,,"Good WLB, and a decent experience if you can find the right team to join.",A borderline religious obsession with equity that transcends doing any meaningful diversity work.
Good work life balance,2022-11-02,"Knowledge Manager in San Francisco, CA",4,,"Benefits, work from home stipend, wellness days",Culture has noticeably changed after IPO
Love the people at Airbnb,2022-09-18,"Senior Manager in San Francisco, CA",4,,"Passionate and collaborative teams including some of the best in the world, it's a pleasure to work with these people everyday.","High pressure, very intense pace with no down time, little decision autonomy even at higher levels of management — everything goes through the CEO now."
Airbnb,2022-08-21,"Technical Recruiter in San Francisco, CA",5,,Great work-life balance and pay,Seems too good to be true
Great,2022-08-07,"Marketing Assistant in Los Angeles, CA",5,,"Lovely location, ambience, and people",Nothing negative to say. All was good.
Solid data culture although leadership can sometimes have flaws,2022-10-02,"Data Engineer in San Francisco, CA",4,,* Strongly data driven * Great culture * Treat employees well,* Leadership can often go in seemingly inconsistent directions
Love it here,2022-07-13,"Cleaning Specialist in Jersey City, NJ",5,,Polite management and staff here always treat us like we deserve,You have to be prepared to clean up things you'd never expect.
Great compmy,2022-07-15,"Business Analyst in San Francisco, CA",5,,Empathetic leadership. A+ remote work policy,None I can think of
Average Tech Burnout Job,2022-08-29,"Customer Service Representative in Portland, OR",4,,Airbnb doesn't value or pay employees equally. All departments had a huge issue.,Middle management is not supportive
Great place to work.,2022-08-17,"Senior Manager, Content in San Francisco, CA",4,,-Amazing colleagues -Good pay and benefits -Creative environment,-Fairly chaotic -Long hours and extra responsibilities
"Great company, inspiring challenges, overall very good",2021-09-17,"User Experience Researcher in San Francisco, CA",5,,* Leadership encourages big thinking * Company stays true to its core values * Super talented colleagues,"* As a researcher, being part of the Design org was generally not ideal, as it often led to research being somewhat subservient to design. * Some parts of the company are better at incorporating bottom-up ideas than others. On a lot of teams, decisions, even regarding design choices, can often feel too top-down"
Great leadership,2022-02-27,"Senior Software Engineer in San Francisco, CA",5,,The leadership can be trusted to do the right thing by the community and the people are actually good people.,"This is a company built for extroverts, so you'll have to work harder as an introvert."
work life balance in Airbnb,2022-06-18,"Senior Product Manager in San Francisco, CA",4,,Many learning opportunities   good work life balance   No blame culture,"We were considered as family until the company lay off its employees, it's pretty sad. They didnt gave too much tool or help in getting us different jobs. good learning opportunities."
Amazing company,2022-04-18,"Technical Recruiter in San Francisco, CA",5,,Amazing culture and work life balance!,"Senior management as a whole was great but at the IC level, direct management was sometimes not as organized or communicative"
Cleaner,2022-05-12,"Cleaner in Oklahoma City, OK",5,,Everything is great and easy,Pay could be better I think
"Used to be great, now just good",2022-05-25,"User Experience Researcher in San Francisco, CA",4,,Amazing coworkers Opportunities to learn Mobility within the organization,"Increasingly corporate More and more bureaucracy  Individuals have less and less control over their work Talk of being ""family"" or ""embracing the adventure"" can be weaponized against you. It's still a business."
air bnb cleaner,2022-07-09,"Cleaner in Calgary Woods, TX",3,,it is fun and cool,they can be very dirty and bad
It was a good time,2022-03-12,"Recruiter in San Francisco, CA",5,,"super kush and taken care of. Great people, a lot of opportunity for growth.",dont really have any that would be worth mentioning
Great hosts!,2022-03-31,"Coordinator in San Francisco, CA",5,,"Great culture, community driven, empathetic leadership, values diversity","Promotion opportunities often limited, not clear"
Great culture and benefits,2022-03-26,"Operations Specialist in Portland, OR",5,,"Remote work, company culture, benefits",Turnover rate seems to be a bit high
Great Training,2021-10-11,"Customer Support Ambassador in Texas City, TX",5,,Airbnb is a client of different support Business Processes companies. The team I worked with had great teams and took their time to ensure I felt comfortable working there. The teams have people who have been with the company for several years and they have a great attitude about helping you grow.,The trainings aren't entirely covering every aspect you will need to know for your job. People don't really understand Airbnb's business model sometimes. You will get yelled at and told that the company isn't working how it should when they are supposed be educating themselves as a user when using the platform as well.
Good company,2022-01-12,"Host in Seven Heart Crossing, TX",4,,"They had a bit of a rocky start but the company has improved a lot. Much better at answering the phone!  If you want to work hard to keep the house super clean, help your guests, you can probably make some decent bank!","I think the company grew so fast that they could not help hosts when needed. Also the software kept changing, which was bad. Some of those problems have been fixed, thank goodness."
Treated fairly in respect to RIF due to Pandemic and Travel slowdown,2021-12-05,"Safety Specialist in Portland, OR",5,,* Real belief and action with respect to diversity and inclusion * Allowed and encouraged training and volunteerism while on the clock * Supported members in sensitive areas with mental health support,* Closed down an office in Portland that I believe was very integral to their global safety efforts.
"Great workplace, culture is declining",2022-03-04,"Operations Analyst in San Francisco, CA",4,,"Amazing perks, mission, values. Competitive salary.","I perceived the culture was declining, not because of remote. It felt like after IPO there were deliberate choices to be different from the previous Airbnb that affected all level of workplace."
Golden handcuffs,2022-02-23,"Safety Specialist in Portland, OR",3,,They have great benefits and a great community of people working there.,"It's very cult-like, or at least it was before the pandemic. Your pay depends on how involved you are with the ""community,"" and how much time you spend with coworkers. Also, it being a big company now, they value money over people 10 times out of 10. Would not recommend anyone to work there now."
good place to wok,2022-02-23,"Regulatory Affairs Specialist in Los Angeles, CA",5,,work life balance and people,none that i can think of
"A young company, with ethical and caring leadership and culture.",2021-08-13,"Senior Manager, Live Video in San Francisco, CA",5,,"Executive leadership is deeply screened, well experienced, ethical, and caring. This has kept the culture healthy from a top down perspective. Company culture is and always has been amazing. This has set the bar for leadership.","Going through the common growing pains of becoming a big, public company. Departments are learning to work with each other, but it is a slow process."
"People are great, tech org is not very advanced",2022-04-11,"Staff Data Scientist in San Francisco, CA",4,,"The people: I've had some of the kindest, most compassionate co-workers",The tech: The company is very design driven. DS does not have a strong voice.
it was nice,2022-05-20,"Internship in New York, NY",3,,it has a really good pay,it was consumed a lot of time
Review,2022-03-23,"Legal Counsel in San Francisco, CA",4,,Comp. Work life balance. Exciting projects to work on.,Chaotic ways of working make things more challenging and time consuming than need be.
It was a good time,2022-03-12,"Recruiter in San Francisco, CA",5,,"super kush and taken care of. Great people, a lot of opportunity for growth.",dont really have any that would be worth mentioning
Great hosts!,2022-03-31,"Coordinator in San Francisco, CA",5,,"Great culture, community driven, empathetic leadership, values diversity","Promotion opportunities often limited, not clear"
Great culture and benefits,2022-03-26,"Operations Specialist in Portland, OR",5,,"Remote work, company culture, benefits",Turnover rate seems to be a bit high
Great Training,2021-10-11,"Customer Support Ambassador in Texas City, TX",5,,Airbnb is a client of different support Business Processes companies. The team I worked with had great teams and took their time to ensure I felt comfortable working there. The teams have people who have been with the company for several years and they have a great attitude about helping you grow.,The trainings aren't entirely covering every aspect you will need to know for your job. People don't really understand Airbnb's business model sometimes. You will get yelled at and told that the company isn't working how it should when they are supposed be educating themselves as a user when using the platform as well.
Pretty cool place to work,2022-02-28,"Account Manager in Portland, OR",4,,The culture and energy of the company was wonderful.,Pay was low and minimal guidance
Look somewhere else,2021-06-01,"Trust and Safety Investigator in Portland, OR",1,,"Working with innovative, passionate people","Leadership, especially director and executive positions, do not listen to anyone regardless of their experience or talent. The company spends way more time on race and diversity training then the actual product, and customer service and the way deadly incidents are handled suffers greatly because of this. The ironic part is, that I have never worked with such a diverse group of people in my entire life. It was great! So why the company spends so much time trying to be a social justice warrior is way beyond anything someone would expect. The bottom line is this: the company does not care at all about safety. Many people who worked there had wonderful ideas that could have truly changed the dynamics there, but the executive levels did not care to hear about it at all, they only care if they make money - not if they make money the right way."
Treated fairly in respect to RIF due to Pandemic and Travel slowdown,2021-12-05,"Safety Specialist in Portland, OR",5,,* Real belief and action with respect to diversity and inclusion * Allowed and encouraged training and volunteerism while on the clock * Supported members in sensitive areas with mental health support,* Closed down an office in Portland that I believe was very integral to their global safety efforts.
"Awesome place to work, tough to grow",2021-05-06,"Technical Recruiter in San Francisco, CA",4,,"The benefits are astounding, of course the Airbnb credit every quarter is great but also maternity/paternity leave, the food/snacks are so healthy and good, the culture is unique and very caring, CEO always ""does the right thing"" in the face of injustice which can matter a lot these days. The company is very thoughtful about culture and the office space.","Middle management and leaders need to develop their skills in leadership, especially middle managers, who are mostly home-grown. Everything is always run amidst chaos, with headcount planning, goals, processes, happening at the seat of our pants. Growth happens for the lucky few, and it can be quite political. The rest are eking by with lower than market pay until they leave."
Hope you like Capital-P Process,2021-09-22,"Senior Software Engineer in Seattle, WA",3,,"Good work-life balance, and the company generally does a good job at not hiring jerks.","A designer-driven company with an aversion to any kind of data-driven design - or even collecting data on user behavior.   As an engineer, expect to be treated like a fungible cog, unless your manager really has your back and knows how to use political subterfuge to keep you safe."
"Not the best, not the worst",2021-12-28,"Designer in San Francisco, CA",3,,Lots of great people to learn from Friendly people in the company Great diversity within the design org Brian was great and leadership was ok,"Design management was horrible and not the best Would hire outside the company instead of promoting within Highschool atmosphere, lots of ingroup favoritism"
good place to wok,2022-02-23,"Regulatory Affairs Specialist in Los Angeles, CA",5,,work life balance and people,none that i can think of
"A young company, with ethical and caring leadership and culture.",2021-08-13,"Senior Manager, Live Video in San Francisco, CA",5,,"Executive leadership is deeply screened, well experienced, ethical, and caring. This has kept the culture healthy from a top down perspective. Company culture is and always has been amazing. This has set the bar for leadership.","Going through the common growing pains of becoming a big, public company. Departments are learning to work with each other, but it is a slow process."
Good place for a designer,2022-01-20,"Experience Designer in San Francisco, CA",5,,- Design-driven culture - Good people - Good business - Pay well,- Top-down ways of working - Not as connected as pre-pandemic
Nice Culture,2022-01-12,"Recruiter in San Francisco, CA",4,,Great company for creative problem solvers. Teams are staffed with recruiters from agencies and corporate environments.,Poor management. Limited abilities to develop direct reports.
Was good while it lasted,2022-01-27,"Host Outreach Specialist in Portland, OR",4,,Great colleagues and work environment,Too many changes all of the time
Great!,2021-11-30,"Software Engineer in San Francisco, CA",5,,"Super smart colleagues, cool mission, love the product. I work in data infra (where superset, airflow, etc was created) and am super happy.",Company needs to focus on it's product roadmap to grow into its valuation.
Great place to work,2022-01-12,"Software Engineer in San Francisco, CA",5,,"Love working here, lots of growth potential",Growing pains due to rapid growth
Great place to grow,2021-12-04,"Administrative Assistant in Portland, OR",4,,"Competitive compensation, workplace amenities, and social atmosphere","Same issues you find at most tech companies, but it's one of the best ones to work for."
Scammers welcome to work at Airbnb,2021-11-29,"Customer Resolution Specialist in Dayton, OH",1,,"AirBNB are scammers. They expect you to push customer complaints into a lengthy delay process. If you are unethical and unprofessional, then work for this company, otherwise stay away.",Everything about this company is wrong
"Awesome place to work, tough to grow",2021-05-06,"Technical Recruiter in San Francisco, CA",4,,"The benefits are astounding, of course the Airbnb credit every quarter is great but also maternity/paternity leave, the food/snacks are so healthy and good, the culture is unique and very caring, CEO always ""does the right thing"" in the face of injustice which can matter a lot these days. The company is very thoughtful about culture and the office space.","Middle management and leaders need to develop their skills in leadership, especially middle managers, who are mostly home-grown. Everything is always run amidst chaos, with headcount planning, goals, processes, happening at the seat of our pants. Growth happens for the lucky few, and it can be quite political. The rest are eking by with lower than market pay until they leave."
Hope you like Capital-P Process,2021-09-22,"Senior Software Engineer in Seattle, WA",3,,"Good work-life balance, and the company generally does a good job at not hiring jerks.","A designer-driven company with an aversion to any kind of data-driven design - or even collecting data on user behavior.   As an engineer, expect to be treated like a fungible cog, unless your manager really has your back and knows how to use political subterfuge to keep you safe."
"Not the best, not the worst",2021-12-28,"Designer in San Francisco, CA",3,,Lots of great people to learn from Friendly people in the company Great diversity within the design org Brian was great and leadership was ok,"Design management was horrible and not the best Would hire outside the company instead of promoting within Highschool atmosphere, lots of ingroup favoritism"
Great company to work for,2021-10-11,"Partner Coordinator in Portland, OR",5,,- great benefits - competitive pay - great mission - solid core values,- strategic disarray - post-IPO financials (do more with less) - overcomplexity of simple issues
Great place to work,2021-09-28,"Data Science Manager in San Francisco, CA",5,,It has a great culture and lots of intellectually stimulating challenges.,We should measure more things with experiments and do fewer product launches.
Great place to work!,2021-08-06,"Anonymous Employee in San Francisco, CA",5,,"The company's values, people, work ethic, environment and much more were so rewarding! Looked forward to go going to work every day!",It was challenging and difficult to move up in the company. The departments and organizations were some isolated. There wasn't much cross company collaboration.
Good environment,2021-10-12,"Software Engineer in San Francisco, CA",5,,Able to learn a lot with great people here!,No any cons so far!
Nice Culture,2022-01-12,"Recruiter in San Francisco, CA",4,,Great company for creative problem solvers. Teams are staffed with recruiters from agencies and corporate environments.,Poor management. Limited abilities to develop direct reports.
Was good while it lasted,2022-01-27,"Host Outreach Specialist in Portland, OR",4,,Great colleagues and work environment,Too many changes all of the time
Great place to work,2021-08-06,"Litigation Paralegal in San Francisco, CA",5,,great colleagues and good work/life balance. There is opportunity to work across various areas within the legal team.,My entire employment has been fully remote and it is unlikely the team will be returning to the office anytime soon
Yes,2021-11-29,"Front Desk Agent in Dallas, TX",5,,"Good, great, awesome, excellent, amazing","None, zero, complete, why, when"
Layoffs were handled quite bad,2021-11-23,"Product Manager in New York, NY",2,,Free cookies on Tuesdays yay,"Leadership is not transparent, constant re-orgs"
Good WLB,2021-11-20,"Software Engineer in Seattle, WA",4,,good work life balance nice people good compensation,less career growth not very technical
"Nice place, but needs a better office layout",2021-08-18,"Market Coordinator in Montreal, WI",4,,"They're very positive and travel perks is a big plus. They have great after work events, volunteering activities and socializing.","People are too young for their roles and lack experience. A bit like working at a very early stage start up even though they're not that ""early"" anymore, they consider themselves a start-up."
Great people,2021-11-09,"Senior Manager in San Francisco, CA",4,,"Kind people, wonderful friendships, and a caring leadership team. Well paid.",Performance and appraisal system outdated.
Bad Management,2021-09-22,"Product Manager in San Francisco, CA",2,,Salary and benefit Work life balance,Bad management Fake nice culture with bunch of back stabbing masters No one cares about product but themselves
Too young of a company - no one seems to care or be a watch dog,2020-12-19,"Global Program Manager in San Francisco, CA",2,,Innovate... moving fast - you can learn alot,Growing too fast. Employees in roles with no real experience but education. Huge imbalance.
Great company to work for,2021-10-11,"Partner Coordinator in Portland, OR",5,,- great benefits - competitive pay - great mission - solid core values,- strategic disarray - post-IPO financials (do more with less) - overcomplexity of simple issues
Great place to work,2021-09-28,"Data Science Manager in San Francisco, CA",5,,It has a great culture and lots of intellectually stimulating challenges.,We should measure more things with experiments and do fewer product launches.
Good company,2021-10-28,"Customer Service in New York, NY",4,,"Good salary, nice people and organized team.",Many process to start working
Meaningful work,2021-05-24,"Director in San Francisco, CA",5,,"Great people, great management, meaningful work","Lots of processes made sense when they are a startup and now, need to transform as they scale"
amazing place,2021-07-26,"Finance Analyst in New York, NY",5,,"good environment, friendly and professional staff. big chances for internal promotion.",big pressure and sometimes spending more time at the office than in my apartment.
great company with lots of competing priorities,2021-12-09,"Head of Marketing in San Francisco, CA",4,,so fun and exciting time,growing pains were evident throughout
Micro-managing E-team doesn't learn,2021-02-03,"Product Manager in San Francisco, CA",2,,Great work-life-balance. Great pay and perks. Awesome product mission. Great people (on the ground).,"Every 6 months, the exec team swoops in and changes the company roadmap, completely and chaotically. It's all ""big ideas"" but they don't stick because they don't listen to the engineers on the ground. Top leadership's biases are so strong and driven by an upper-level echo-chamber that they miss out on great opportunities, and often lose bookings in pursuit of short-sighted ""pretty"" designs. It makes us worry about losing out to the competition in the future."
great place to work,2021-06-25,"Senior Associate in San Francisco, CA",5,,-work life balance if you are strong about it yourself and set clear boundaries,"-a lot of changes, you need to be extremely flexible and adaptable to change at a moments notice"
Best company in the world,2021-06-06,"Product Design Manager in San Francisco, CA",5,,"- Diverse, talented people with tons of heart - Mission driven - Great CEO - Culture that values design thinking",- Can be stressful - Your experience largely depends on what team you're on
"It's better than most companies, IMO",2021-11-04,"Lead User Researcher in San Francisco, CA",4,,Work life balance Good coworkers Don't feel like you have to work too hard,Leadership thrash working from home until Sept 2022...
Layoffs were handled quite bad,2021-11-23,"Product Manager in New York, NY",2,,Free cookies on Tuesdays yay,"Leadership is not transparent, constant re-orgs"
Good WLB,2021-11-20,"Software Engineer in Seattle, WA",4,,good work life balance nice people good compensation,less career growth not very technical
Loved working here,2021-06-24,"Accountant in San Francisco, CA",5,,"Culture, team, some of the senior leaders are great","There started to be too much red tape, it was hard to get everything done."
"Great place to work, but not for everyone",2021-05-20,"Recruiting Manager in Portland, OR",5,,- great people - strong emphasis on DEI - good resources (from recruiting to operations) - good leadership,"- sometimes it was hard to define work from personal - almost a bit of ""fear"" in terms of employees having so much control/influence that seemed like leadership could not make hard decisions"
about Airbnb,2021-09-14,"Software Engineer in San Francisco, CA",5,,Great to work here as a full time,It is expensive to work in SF
Family until you're just another employee,2021-08-09,"Safety Specialist in Portland, OR",5,,Great culture and team environment. Fun perks like breakfast and lunch provided daily.,Laid off due to COVID when the company didn't understand the role of my team
Passion-driven Chaos,2021-09-02,"Talent Generalist in San Francisco, CA",4,,"Inclusive culture, generous benefits, amazing people","Can be chaotic in that things move quickly, sometimes in opposite directions"
It's great,2021-08-28,"Ground Control in Portland, OR",5,,"Work with good people, a lot of fun projects, great culture",The not so great people
Nepotism rules,2021-10-07,"Senior Quality Analyst in Englewood, CO",1,,Extremely laid back work environment.,"Advancement based purely on who you know Higher ups care only about the bottom line, worker needs are never met."
"Belong anywhere, work from anywhere",2021-08-20,"Knowledge Manager in San Francisco, CA",5,,"Airbnb credit, espp, rsus and bonuses","Growth, changing initiatives, lots of turnover"
As family work space,2021-08-19,"Software Engineer in Manhattan, IL",4,,Work friendly culture and nice space for programming,Difficult to interact with top administrators
strange culture,2021-08-30,"Talent Partner in China, AL",3,,"benefits good, working environment not bad",severe infight and office political
