review_title,review_date,review_person,ratings,review_text,review_text_pro,review_text_con
Salary,2023-04-20,"Software Engineer in Los Angeles, CA",5,,"Good experience, fantastic, huge amount of benefits",Nothing to mention about cons
"Aggressive PSC culture, perks are being cut left and right",2023-04-11,"Software Engineer in Seattle, WA",3,,* High salary + RSU * Sometimes interesting projects * Bottom-up culture,"* Every 1:1 with my manager is talking about PSC (the performance cycle) and how to optimize it. Very little time is actually spent talking about how to improve the product we work on * Inconsistent and poor leadership- changes to how things are run constantly based on seemingly nothing * As of November, we seem to lose at least 1-2 perks a week * Little to no mentorship * Bottom-up culture forces ICs to come up with projects"
Make money,2023-04-19,"Executive Assistant in Seattle, WA",4,,Pays extremely well Benefits 5 stars Listens to employees,"None, they've treated me extremely well."
de at meta,2023-04-19,"Data Engineer in Houston, TX",4,,"pay, perks and insurance is great","Work is so unorganized, lots of internal tools"
Decent,2023-04-10,"Staff Software Engineer in San Francisco, CA",5,,Great place to learn and grow if you’re motivated. Financial Rewards if you’re willing to work forit,Too much processes and politics - you need to be willing to play the game Benefit cuts can be a pain to some
"Great salary, great perks, great people",2023-04-14,"Technical Recruiter in Los Angeles, CA",5,,"Excellent compensation packages, employee perks, work with smart people","Highly competitive work environment, constant performance evaluations (4 mid-half conversations, 2 performance reviews)"
"Good pay, bad hours, bad to mental health",2023-04-15,"Data Scientist in Menlo Park, CA",4,,"Good pay, smart people, bottom up structure","Long hours, high mental stress, super competitive, toxic competition culture"
"Good colleagues, crap leadership",2023-03-12,"Research Manager in Menlo Park, CA",2,,"I have worked with some of the most talented and caring people in my time at Meta. The work is constantly changing, which can either keep you engaged (me) or frustrate you.","The leadership at Meta is completely and utterly terrible, and getting worse every year. The company direction is to chase the next big thing — crypto, short-form video, the meta verse — without putting enough thought or care into how it should be done. There has been no accountability for mistake that lead to the 11/22 lay-offs, and the “year of efficiency” in 2023 has, so far, been a farce as very little work is getting done."
meta review,2023-04-19,"VR Developer in New York, NY",4,,"High pay, lots of benefits",Crunch sometimes Extreme competitive enviroment
Great Coworkers,2023-04-14,"Enterprise Engineer in Denver, CO",5,,The people that work here are passionate and it is inspiring.,Oncall can be strenuous and hours can be long at times.
Great company,2023-04-04,"Sr Product Manager in San Francisco, CA",5,,Work on cutting edge product,"Political, large teams, difficult to move up"
good,2023-04-04,"Data Engineer in New York, NY",4,,"nothing as of now , the company is good","low benefits, and less salary"
review,2023-04-04,"Senior Product Manager in Menlo Park, CA",4,,the great benefits and pay,toxic managers that the company continues to keep and not remove
toxic workplace,2023-02-03,"Software Engineer in Menlo Park, CA",3,,1) perceived career opportunities 2) socialization,"1) comments on internal workplace are more important than actual work, sorta like instagram pictures of influencers who can spin off a cool image, but there's nothing real behind it 2) management is very young, and instead of trying to solve actual problems in the team, defers it to HR. If someone complains to HR, no-one even checks if it was true or not. Even though a person is an excellent engineer, complaints will devoid that person of promotion"
Great company,2023-03-06,"Software Engineer in New York, NY",5,,* Hack culture and move fast * Tons of things to learn at your free time * Talented coworkers,"Do not go to Rotational Engineer Program, a couple of the poor guys in my team didn't receive offer at the end even they were doing even much better than me! It's a scam. I feel sorry for them to join this program."
High pay company,2023-04-03,"Senior Data Scientist in Menlo Park, CA",5,,good pay move fast bottom up,Work life balance PM leadership
average level,2023-04-27,"Software Development Engineer (SDE) in San Jose, CA",1,,Having good benefits and getting along well with colleagues,Not optimistic about the future of business development
Hired and laid off,2023-04-01,"Sourcer in New York, NY",4,,Enjoyed my time here Unfortunately was let go,Being laid off Mark and the metaverse
Love Meta,2023-03-31,"Account Manager in Chicago, IL",5,,This is the best job I've ever had,A lot of change on a regular basis
First Job in Tech,2023-03-22,"Recruiting Coordinator in Menlo Park, CA",4,,"-they hire the best people (truly, miss all of my teammates) -work life balance is honored and encouraged -management truly cares about your career development",-my time there was cut short due to layoffs
Move fast or break things,2023-03-30,"People and Culture Team in New York, NY",4,,"Work perks, team members, culture.",sink or swim culture at times
Was enjoyable for a while,2023-03-25,"Client Partner in Chicago, IL",4,,High paying. Smart people. Great perks,Culture is not built for slowed growth with high turnover and layoffs
Great People,2023-03-25,"Sr. Technical Program Manager in New York, NY",5,,love the people i work with Nothing else is important,Not a culture for everyone. Only if you are an extrovert
I thought it was my dream job,2023-03-21,"Analyst in South San Francisco, CA",3,,I thought it was my dream job in many ways,My departure was abrupt an nit really expected.
Meta employee,2023-03-22,"Recruiting/Candidate Experience Manager in Philadelphia, PA",3,,Great benefits and they will make sure you are able to work anywhere,No space to be creative with processes Not a space where you could bring new ideas
.,2023-03-30,"Data Scientist in New York, NY",4,,Good platform for graduates to come,Nothing really to say about cons
good company,2023-03-30,"Recruiter in Austin, TX",4,,"great benefits, culture and staff",have to worry about layoffs
meta review,2023-03-28,"Software Engineer in Los Angeles, CA",3,,interesting salary and bonus learning experience,too much pressure coupled with work load
Nice folks but a lot of chaos,2023-02-03,"Product Counsel in Menlo Park, CA",3,,Meta is working on some exciting product initiatives. Large public company with resources and funding. Nice colleagues and smart lawyers. Flexible work schedule.,Disorganized and runs like a start up. This leads to a lot of overlap and inefficiencies. Individualized and aggressive culture due to employees valuation system based on individual contribution vs collaboration. high turnover in all depts due to the culture—folks burn out. I know I did.
Ok,2023-02-25,"Enterprise Engineer in Austin, TX",4,,Exp depends on team and manager,"Work is heavy. As a new grad, I went in and rewrote our entire backend without much help. You figure things out yourself; manager is not helpful but demands a lot. Pulling a couple all nighters to get things done. Have got my annual performance review yet; if I don’t get “redefined expectations” will consider team change or leaving."
Great,2023-03-14,"Data Scientist in New York, NY",5,,Good pay and good benefits,People got laid off recently
software engineer,2023-03-16,"Software Engineer in Seattle, WA",4,,money work environment group food fast,hard difficult can't return some other reason shy
Commerce Integrity Process Specialist,2023-02-27,"Process Specialist in Seattle, WA",4,,"great team, great benefits, great people","compounding workload, recent cuts to workforce has put an incredible strain on existing people and resources"
Great place to work,2023-03-09,"Project Manager in New York, NY",5,,Fabulous perks!! The food is phenomenal and so are the buildings.,I do not have any cons right now - I love everything!
Incredible place but plagued with uncertainty,2023-02-21,"Technical Sourcer in Austin, TX",3,,"The work environment and culture makes it a place where you can do your best work and feel great. Benefits and perks allow you to have great work, life balance.",The news is a constant barrage of bad press and can be a strong source for concern.
Great place to work,2023-03-13,"Policy Manager in New York, NY",5,,Fast-paced. So many projects ongoing.,Just be careful not to come in a grade lower.
Great company to work,2023-03-14,"Senior Animator in Chino Hills, CA",5,,Working with so many talented people,Nothing in my mind now.
Great experience,2023-03-16,"Product Manager in New York, NY",4,,Engaging projects and experience in building product,Reporting structure is very vertical
Great company w/ amazing people and benefits,2023-03-02,"Anonymous Employee in Menlo Park, CA",5,,"Strong company culture, excellent benefits, people-focused resources and initiatives throughout the company",Consistent re-orgs and the corporate thrash that's expected to come along with such a large company
Good,2023-03-14,"Software Engineer in San Francisco, CA",4,,Good work environment and clever people.,Stressful sometimes. Not easy to move into management.
"Great perks, hardcore pressure, unreasonable demands",2023-02-17,"Communications in Menlo Park, CA",3,,"Great perks (benefits, insurance, food etc) Personable colleagues Interesting work",Broken performance review system (not a meritocracy) Undue pressure Relentless extended workload
Make the Most of It,2023-02-10,"Director of Product Marketing in Menlo Park, CA",3,,learn a ton; work with mostly great people; access to new tech,not everyone is great; culture is problematic; constant changing of priorities & minimal alignment at top levels; lots of conflict
My experience,2023-02-27,"Data Analyst in San Francisco, CA",5,,"Good Salary, Benefits, Fixed Schedule","Strict Deadlines, Heavy workload, Hard to apply"
Great platform,2023-03-01,"Channel Account Manager in Austin, TX",3,,"Great platform, good company culture.","Small team, very hands-on management."
SWE Intern,2023-02-27,"SWE Intern in Menlo Park, CA",4,,"Great team, food, mission driven",Crunch culture when it comes to deadlines
Well paid,2023-02-27,"Software Engineer in Seattle, WA",4,,Generous amount of refresh every year,Too much metrics-driven around the team.
Great company to work for,2023-02-05,"Senior Mechanical Engineer in Austin, TX",5,,"Exceptional benefits including on site food, snacks, drinks, and Life@choice program.",Too many layers of management is an un-necessary cost during these rough times for the technology sector. Company has over-spent on real estate when many employees work from home.
Meta software engineer,2023-02-26,"Software Engineer in Menlo Park, CA",5,,New technology Intellectually challenging work Compensation,Work life balance That’s it
Good place to work,2023-02-26,"Research Scientist in Menlo Park, CA",4,,Good work culture overall at Meta.,Skewed work life balance sometime.
Move Fast,2023-02-24,"Software Engineer in Menlo Park, CA",4,,Good pay and insurance. Health center is on campus.,"Busy, high pressure and strict evaluation mechanism."
Meta's alright,2023-03-03,"Senior Software Engineer in Menlo Park, CA",3,,- pay is good - coworkers are smart - work life balance isn't that bad,- recent layoff really hurts moral
N/A,2023-03-07,"Growth Manager in Los Angeles, CA",3,,"work life balance, compensation, benefits, remote working","leadership, layoffs, senior leadership / executive leadership, turnover"
Great place to work for,2022-12-24,"Software Engineer in New York, NY",5,,"awesome mentorship, feedback, really smart engineers to work with interesting problems and everything is super well documented at Meta.","A little too much emphasis on performance review cycles, it seems like anything anyone does is done to maximize that rating. Some teams have bad work life balance."
Good,2023-01-29,"Software Engineer in Menlo Park, CA",4,,Good benefits for the engineers,Company not doing well now
Growing Pains,2023-02-28,"Marketing Sciences Manager in New York, NY",3,,Great pay and benefits. Take care of their employees.,Experiencing growing pains with being a big company. Communications and rating processes were developed with way fewer employees.
NG at Meta,2023-01-24,"Front End Developer in South Seattle, WA",4,,I loved the free food and benefits!,Blocked bootcampers from joining a team.
"Great benefits, innovative, lots of data, lots of chaos",2022-12-21,"Taxonomist in Seattle, WA",4,,"Great people work there. Very collaborative. Lots of data, lots of tools, lots of great ideas. The benefits are amazing and they pay competitively.",Chaotic. Subject to the ebbs and flows and idiosyncrasies of younger generation. Struggling to be in competition with Tic-Toc. Chaotic environment. Lots of ambiguity.
Good company,2023-01-24,"Software Engineer in Sunnyvale, CA",5,,Many interesting projects. Bootcamp. Work environment,Not aware about any serious issues.
Great for career growth,2023-01-20,"Software Engineer in Menlo Park, CA",5,,- plenty of opportunities for growth,- proprietary tooling - culture revolves around performance review
Great company,2023-01-18,"Technical Recruiter in Sunnyvale, CA",5,,Lots of talented people leaders to learn from Fast-paced environment,Tough goals Manager was not invested in my growth
"Good Pay, Best company I worked for",2022-12-26,"Technical Sourcer in Riverside, CA",5,,"Worklife Balance, Good Pay, Great MGT","Competitive in my field, sometimes hard to stand out from peers"
"Great products and teams, less quality VPs",2023-02-12,"Sales Director in Chicago, IL",3,,Truly great products and dedicated teams,"Top leadership tend to be political, more than elsewhere, more than before"
Great if you find a meaningful team,2023-02-12,"Software Engineer in Menlo Park, CA",3,,Good pay and great perks,Can feel like a cog in the wheel! Find a team with awesome people.
Great environment and company,2022-12-27,"People Operations Lead in Menlo Park, CA",5,,"Diverse culture, great campus and wonderful perks!",There are no cons that I can think of.
the headlines are true,2023-02-16,"Marketing Manager in Menlo Park, CA",3,,excellent pay and benefits. interesting work.,Basically everything you see in the news
Meta,2023-02-20,"Recruiting Coordinator in Menlo Park, CA",2,,Pay is good for most,Layoffs they dont care about you
Good Company,2022-12-12,Technical Sourcer in Remote,4,,"Opportunity to work remote, good pay, great benefits","Company is currently a bit volatile with the layoffs happening, it is hard to move up in your role"
"One of, if not the best, company you could ever work for",2022-12-14,"Business Development Representative in New York, NY",5,,Everything. From benefits to culture to management to growth opportunities. Best job I've ever had.,None I can think of.
Meta review,2022-12-15,Data Analyst in Remote,4,,"Employee well-being, pay, flat organization, diverse team background, perks!","Redundant infra, slow internal tooling, peer pressure, short-term goal driven"
"Great talent, no process, challenging CEO",2023-01-17,"Director of People Analytics in Atlanta, GA",2,,These were some of the smartest people I've ever worked with! Would work again with them at the blink of an eye.,"Decision making process for senior management team was obtuse. There was a lack of processes across the company that made efficiency, collaboration and productivity less than they could have been."
Perks are great,2022-12-09,Senior Software Engineer in Remote,3,,"Perks are great, but working from home is totally different than being in-office obviously, so difficult to say exactly how much it's worth it.",Job satisfaction isn't all that great.
"Great People, Awesome Benefits, Competitive Pay",2022-07-09,"Program Manager in Fremont, CA",5,,Some of the kindest and self driven people to work with! Benefits are amazing if you’re not entitled!! Competitive wages for the role and industry.,"The original values and culture are no longer sustainable and scalable. We aren’t solving root causes and are vastly over staffed because of this. Refocusing on structure, process creation and implementation, reducing amount of “free reign” and long term planning at a team level vs short term sprint planning, could lead to more value add long term, better headcount planning and scaling, reduce financial stress during economic uncertainty and empower teams to create efficiencies vs looking for the next shiny object."
Company benift good but without clear goals,2022-12-18,"Applications Engineer in San Jose, CA",3,,company benefits are very good for covering family care,people work in a nonefficiency way
It's a job,2022-12-15,"Customer Service Manager (CSM) in Menlo Park, CA",3,,"Great benefits, competitive salary, lots of opportunities for growth","Poor direction, lack of team motivation. Ratings and Sales quotas are completely gamified"
Best Admin Job,2022-12-13,"Administrative Specialist in Los Angeles, CA",5,,Work-life balance Autonomy Great community to share ideas and experiences Opportunities to collab even in a remote setting,None that come to mind
Sometimes too data-driven and can't see what's right in front of them.,2022-10-15,"Partnerships Manager in Los Angeles, CA",4,,- Tons of PTO - Supportive Team,"- For a gaming partnerships department, not many people on the team are gamers."
Good company. Risky direction,2022-11-15,"Software Engineer in Menlo Park, CA",4,,- People. Some of the best in the industry - Lot to learn. Respect in the industry - Switch teams if the current one doesn't work out - Best compensation (before stock value nose-dived),- Mark is risking a lot for Metaverse. Reduce the risk associated - Dont expect WLB
"Decent work, not security",2022-12-18,"Software Engineer in Menlo Park, CA",3,,"Food, snacks, amenities are amazing","Work isnt impactful, a lot of the stuff done was very mundane"
A great experience but long for more hands on experience,2022-10-11,"HR Business Partner in Menlo Park, CA",5,,Meta has the best benefits. Most Talented HR Team and the best resources. Everything you need they have,"If you like to be more hands-on and get more into the weeds it can be difficult to identify where you can be most impactful. Most of the teams are pretty self sufficient so you find yourself in search of meaningful purpose with your team, which was difficult during COVID. Busiest time is during PSC for sure"
Meta Internship,2022-12-24,"SWE Intern in Menlo Park, CA",4,,"Salary, company culture, pay, benefits","return offers rescinded, difficult economical times"
Meta,2022-12-07,"Technical Sourcer in New York, NY",4,,"Benefits, Team, workplace perks, office locations",culture took a dip after company cuts
Job review,2022-12-06,"Software Engineer in Menlo Park, CA",5,,"Good benefits, clear career growth path.","Poor work life balance, rushing environment."
"Good place and perks, management sucks",2022-11-16,"Software Engineer in San Francisco, CA",5,,Perks in general are good,"Reorgs and team changes too often, then layoff"
Smart engineers,2022-11-13,"Software Engineer in Bellevue, WA",5,,"Meta hired a bunch of excellent engineers, smart people, highly motivated, professional. The company values your skills and work(and setting high expectations on you impact)",As of now did not find any cons yet
Good perks,2022-12-06,"SWE in Menlo Park, CA",4,,Good perks and nice pay,Bad management and strategy for the company
Overrated,2022-12-05,"Data Engineer in Menlo Park, CA",3,,"Great pay, benefits, and undeserved intellectual cache.",Bloated management which doesn't manage anything.
machine learning,2022-12-03,"Research Scientist in New York, NY",4,,"pay high, learn quickly, well-known","competitive, move too fast, no work life balance,"
Meta,2022-12-01,"Operations Manager in Austin, TX",3,,Excellent health and wellness benefits Ability to work from home,Low hiring bar Prioritizes employee sentiment over business needs
Great Place to work,2022-11-22,"Critical Facilities Technician in Portland, OR",4,,"Great environment, pay, and benefits package.",Management isn't held accountable and aren't around during any work that's being done.
Great place to work,2022-11-14,"Account Manager in Menlo Park, CA",5,,benefits training great management great work environment,leadership who is blind to the market and business sectors theyve cut off revently. The “metaverse” is a terrible bet
I'm scared,2022-10-21,"Software Engineer in New York, NY",4,,- Pay is really good okay?,- There's been a lot of concerning changes in the company and the outlook doesn't look great oh no
not a bad place to work,2022-11-01,"Production Engineer in San Francisco, CA",4,,lots of room to grow,very easy to get distracted
The best place to work..,2022-10-27,"Software Engineer in San Francisco, CA",5,,"Stress-free & friendly environment, better opportunities to learn","Didn't got any yet, let's see"
Good,2022-10-31,"Restroom Attendant in Los Angeles, CA",5,,"It was good stuff, and CEO was great.",The media makes it hard.
Best for Learning,2022-12-14,"Account Manager in Austin, TX",3,,great learning environment for entry into marketing,corporate politics - red tape - diversity in hiring is more lip service
