review_title,review_date,review_person,ratings,review_text,review_text_pro,review_text_con
Good,2023-04-13,"Solution Architect in New York, NY",5,,Best company to work for,Low salary compared to other companies
Good to start,2023-04-25,"College Advisor in Tucson, AZ",3,,Managers were great and coworkers were nice.,"Little communication between teams, no upward momentum for other roles"
Great company,2023-04-07,"Apple Genius in Huntington, NY",5,,Great company to work for if you’re looking to get into the tech industry,Lots of competition for moving up
Eh,2023-04-08,"Senior Advisor in Florence, SC",2,,-great culture -great benefits -decent pay / work from home,-awful customers - everyone is entitled and you just have to take it all day long -lots of micromanaging - managers do not trust you at all -if you do chat support you can do up to 3 chats at once -shift changes every 6 months - might be up all night -bonus / year is admissible most of the time -management is awful / managers above your manager - forget about it
Unsure,2023-04-19,Product Verification,4,,Health and stock benefits are some of the best I’ve seen in the industry,About 15k underpaid compared to other companies and you’re unsure if you’ll have a job any given day due to mass amounts of people being fired.
Amazing,2023-04-04,"Financial Analyst - Finance Development Program in Cupertino, CA",5,,Apple is the best place you could be if you want to go into corporate finance,Long hours can be a bit too much for some - unexpected in Tech but Apple is different !
CR,2023-04-05,"Customer Relations in Austin, TX",3,,Our health insurance is the best had from all corporate companies worked for.,"Company been restructuring and having to take other job departments hats, learn totally new things different procedures & working 4 positions in one being Agreement admin, dispatch, customer relations, management , handling legal cases, case management, investigations research, selling apple cares etc. No increment in pay for being bilingual and taking other responsibilities of positions from other departments. Had different managers in short time or no managers in my department at times for months ."
Very good,2023-04-12,"Anonymous Employee in Italy, TX",5,,very good work environment at apple,Too much work to do
.,2023-04-24,"Project Manager in Austin, TX",3,,Great benefits Exciting products and environment,Often feels like lip service to work/life balance and employee value
Apple Experience,2023-03-26,"Specialist in Philadelphia, PA",5,,Great Benefits like insurance packages Great pay Hours are decent during the week,Sacrificing weekends Work culture is all over the place always have to watch what you say so you don’t offend any feelings Little room to work your way up
Good college job,2023-03-29,"Genius Administrator in Salt Lake City, UT",4,,Great job to have at college Fun co workers Technical work is fun- apples systems internally are incredible,Made to feel like I was less than others because I was white
Apple,2023-03-05,"Operations Specialist in Bridgeport, OR",5,,Amazing culture and benefits. You work with diverse and insightful peers that all bring unique insights. Apple culture welcomes this diversity of different ways of thinking.,Must reflect a lot - if you struggle with that you develop the skill.
Amazing work but you'll devote your entire life,2023-02-27,"IC3 in Cupertino, CA",4,,"Incredible meetings of minds, great facilities, open-minded workspace, people truly care and are devoted to their work. Incredible collaboration and reliable teammates. Kind, friendly, warm, approachable, teammates who become your family. People don't feel the need to prove themselves - just want to help the team and product.","12-13 hour days, pay for lunch (~$13), incredibly demanding level of perfection demanded. Hard to enjoy life outside of work when there is so much pressure and people depending on you for excellence."
review,2023-04-06,"Sales Associate in Dallas, TX",4,,"Professional, benefits, occupied, extroversion needed.",Always required a need to speak with people
Incredible,2023-04-01,Marketing Specialist,5,,Great benefits Flexibility Great Culture Inclusivity and Diversity,Lack of pay visibility Part Time must have weekend availability
good,2023-01-21,"SRE/DevOps Engineer in Raleigh, NC",4,,"Some pros of working at Apple include the opportunity to work on cutting-edge technology and products, a strong company culture and brand, competitive compensation and benefits, and potential for career advancement. Additionally, many employees report a positive work-life balance and a supportive and collaborative work environment.","Some potential cons of working at Apple include a competitive and fast-paced work environment, which can be stressful for some employees. Additionally, there may be a high expectation for secrecy and confidentiality, which can make it difficult to share information or collaborate with others outside the company. Some former employees also reported feeling micromanaged or having limited autonomy in their work. Additionally, some employees may find the company culture to be exclusive or insular, and may not feel that they fit in with the company's values and way of working."
Its real,2023-04-06,"Programmer in New York, NY",5,,Its a real salary submission,Its fun and im happy
Great Company,2023-03-31,Technical Specialist,5,,"Great work environment, supportive management, assisting others and learning new skills.","Like any other retail job, there are a share of customers who can/are rude"
Painful but worth it,2022-11-29,"AppleCare Team Manager in Sacramento, CA",3,,- The training provided to leadership will prepare you to work anywhere in CA - You are pushed to your potential - The amazing relationships built with direct reports - Being ahead of the tech if you are a huge Apple fan,- Lack of empathy at times from top down Sr. Leaders - Having to protect your direct reports from people looking to blame others - Performing well and ethically requires far more then 40 hr weeks - It's the only place more political then the Whitehouse - Ego prevents real growth of internal organizations and strongly impacts front line employees
ok,2023-04-06,Anonymous Employee,4,,"competent coworkers, good culture, its ok",many quiet quitters. not mission-driven
Good Culture,2023-03-23,Software Enginner,5,,Work life balance Office perks,None - would highly recommend
Working at WP,2023-03-21,"Marketing Specialist in Pittsfield, IL",2,,Good people with a good office setting and environment.,High growth rate of work
hi,2023-03-19,"Sfw in Los Angeles, CA",5,,great job best company in world,no cons this is best company
Lots of experience,2023-03-20,Apple Genius,4,,"Good pay, amazing benefits, promotions",Could be better at having work-life balance and more understanding managers
Apple is a great company to work for.,2023-03-15,Anonymous Employee,5,,"Amazing benefits, compensation, and support for mental health.",Difficult to transfer from certain areas of the business to others.
No growth for individual contributor,2023-03-17,"Staff Software Engineer in Cupertino, CA",3,,No Layoffs and relative stability,No growth path for individual contributors and heavy middle management in SWE and AIML orgs
Apple Retail Review,2023-03-20,"Specialist in Salt Lake City, UT",5,,"Great Company, Would work there again",None. I loved working for them
Fun in Film,2023-03-20,Anonymous Employee,4,,Filming with Apple was a great experience.,Sometimes it was hard to get things approved.
Awesome Place of work.,2023-03-13,Applecare At Home Advisor,5,,"Awesome experience, Apple is hands down the best company to work for!","No Cons really, I truly enjoy working for Apple!"
Company genuinely cares about you!,2014-09-10,"Family Room Specialist in Stamford, CT",5,,"- Great benefits  - great work environment - great salary (especially for retail) - lots of peer support - lots of management support - lots of learning experiences and resources - opportunity for advancement - opportunities for ""career experiences"" in corporate roles, for retail staff (underutilized, apparently. go for it!) - you become really good friends with your peer group, or maybe even family! - Amazing sense of belonging and community - great stepping stone to new career, if that is your choice","- Too much ""drinking the kool aid"". WAY too much. I hope this is an apt metaphor: Imagine you have an 8oz cup in your hand. They pour a 64oz pitcher of Kool-Aid into your 8oz. cup. Then they pour a pitcher of sugar into the same cup. You get diabetes. The amount of company propaganda is absolutely astounding and excessive to point of being absolutely ridiculous, wherein you feel like a caricature of yourself wearing this blue shirt. This is coming from me, a lifelong Apple fan since 1987 (the year I started using computers). - FAR too much bashing of anything that isn't Apple. Apple has now decided as a company, to compare itself to Samsung and Google, etc etc. It used to decide not to compare itself to anybody. This shows everywhere from development to retail attitudes. - Willing isolation from and ignorance of the rest of the world of technology. Apple exists in a bubble, and those within the bubble are blissfully unaware that any other technology is relevant and useful. I heard one employee say that Microsoft Office is going the way of the dinosaurs. Nobody called him out on this. What dream world is he living in???? Isn't it better to learn Apple's technology in a way that helps it workably coexist with other technology? This is equally as important as learning the Apple ecosystem, which, yes, in itself is amazing. - Training is too general, not specific enough to help sharpen one's technical skill set on a consistent basis. - No ongoing training program to keep your technical skills sharp and up to date. Instead, they offer ""Pathways"", which is meant to improve your social skills. Great! But isn't that why they hired us to begin with? You have to search Apple's technical reporting system for relevant known issues, which is fine but if you don't (and a lot of techs don't) you usually find out what those are when a customer has a problem and you don't know the answer. One person who happened to look at iDesk might know the answer, but if they're not available, you may end up giving the customer the wrong solution. The signal to noise ratio of important, specific information is a total mess. - ""I can't believe they re-arranged the lockers. I'm thinking about quitting now."" Everyone joins in agreement. Really, guys? C'mon. Again, as I mentioned in my point about the Apple ""bubble"", the perception of reality can be largely distorted. Management has to work REALLY REALLY hard to bend over backwards for every little thing. So how much energy do they have left over to make sure their techs are up to date, or that sales staff knows their specs and has good ways of explaining tech to non-tech people? Apple is very big on managing expectations for customers (great, actually!) but could do a lot better to manage expectations for employees. Maybe this would improve management's time and ability to fix some more important issues. - Far too many points of contact for customers. A customer may end up talking to between 4 and 8 different people who may end up telling them lots of conflicting things. Either communication needs to improve in the store or the number of contact points needs to decrease somehow."
Things could be better at Apple,2023-01-09,Senior Technical Advisor,3,,Great benefits Great environment when you first get to the company but quickly burn out. 2023 Apple started offering Coursera training for all employees free.,There is a disconnection with the higher ups and the folks in the front line. No clear path for growth within.
Good,2023-02-20,"Specialist in Phoenix, AZ",5,,Good company to work for,I would say none available.
Good,2023-02-18,"Specialist in New York, NY",5,,It was a good experience,No downsides to think of at the moment
Great company,2023-02-19,Wharehouse Associate,5,,Environment was fun to work in,Part time for a long time
Great place to be supported and mentored,2023-01-06,Technical Project Manager,5,,Company takes a lot of pride in the wellbeing and success of its employees. They focus on mentorship of key talent and going the extra mile to care for its employees.,Work-life balance is difficult pending which LOB you are in. A 40-hour work week is probably pretty hard to come by.
Apple Technical Expert,2023-01-27,"Technician in Knoxville, TN",5,,It is a great atmosphere with an amazing team of people. You get to help people every day and that is a fulfilling part of the job.,"You work in retail, so your hours are not based on regular business week hours."
Great,2023-02-20,"People Team in Boise, ID",5,,Lots of opportunity at apple,Nothing bad to report here
Top-down heavy culture,2023-03-25,"Associate in Cupertino, CA",3,,- Interesting ecosystem to help build,- Very heavy top-down culture
Apple Tech,2023-02-15,"Technical Specialist in The Woodlands, TX",5,,"Great Job, great team, great management","High pressure, faced paced, rude clientel"
All depends on the managers,2023-01-22,"Creative Pro in Lone Tree, CO",5,,The time I spent at apple was great when I had good leaders. The managers make or break an experience at a store.,Management team changed too much at the store I was at and it ended up totally throwing off the good vibes
FeedBack,2023-02-22,"Administrative Assistant in New York, NY",5,,Very nice experience of working at Apple.,No bad things about Apple.
Review,2023-02-23,"Specialist in Charlotte, NC",2,,Ok pay and benefits for full time,Micromanage and shift and long hours
Amazing,2023-02-17,"Penetration Tester in New York, NY",5,,Very nice good amazing pay,They won't let me drive the Apple car
Overall a Positive Experience,2023-02-17,"Data Scientist in New York, NY",5,,"Good pay, lots of perks and merch, workload is light",Not building anything meaningful or complex
Apple Specialist,2023-01-30,Specialist,5,,"- Fantastic company to work for. - Room to grow within your role as well as your company. - Benefits are the best I've ever had, health, dental, vision, 401k, and stock options",- Long hours - Had to work on weekends.
Great Benefits,2023-02-10,Specialist,5,,Loved working at Apple. Great work life balance and amazing benefits. Best job I ever worked for.,"There are no cons, the company really takes care of you"
Worst Job ever,2023-03-12,"Sales Representative in Bellevue, WA",1,,None very very very bad,"Low pay worst management ever, not very good"
great place to work,2023-02-20,"Specialist in China, NY",4,,"work life balance, great colleagues","management kinda messes up, paycheck just ok"
Excellent Place to Work,2023-02-20,"Business Analyst in Austin, TX",5,,Flexible Work Schedule and Family Value,Lack of iPhone employee discount
"Good Company Values, Not the Best Follow Through",2022-10-02,"Operations Specialist in New York, NY",3,,"The company stands for a lot of great things - helping the environment, giving opportunities to underprivileged communities across the country, and more. The team of peers can be very tight knit and it is a joy to see the people you work alongside every day, in spite of the lack of leadership and the abundance of customer service issues.","Leadership (so I hear across several stores) is sub-par. I have experienced colleagues mistreated more times than I can count. In retail, we are regularly subjected to harassment and abuse from customers with little to no support from leadership. There is no commission, and no real opportunity to negotiate pay. For a company worth almost $3 trillion, we should be paid much more, especially in flagship locations in NYC."
Tasty Apple,2023-03-02,Software Engineer,4,,The IT team was superb.,Was a very Fast-paced environment
great company,2023-03-03,"Programmer Analyst in Los Angeles, CA",4,,fantastic people to work with,to many processes for detail
Temporary Job At Best,2022-05-24,Operations Associate,3,,The pay is just enough to keep you from leaving. Clean environment. Plenty of training in your respective role (if requested). The employee stock purchase program (ESPP) is the primary reason to stay employed.,"No advancement opportunities within retail. If you become a genius there is a chance to land a corporate role, but the cost of living offsets the financial reasoning to move. Many associates complain that they were working themselves to the bone but saving less than they did when in retail. Managers are absolutely oblivious to their staff; self absorbed with their ambitions ferociously guided by their own career ambitions. The management is daft, insincere, unhelpful in any regard, and absolutely metrics obsessed. They only want to know about metrics os they have something to say to senior leaders to make themselves seem intelligent/productive, when in reality they just hide in the managers office throughout their shifts shifting all of their work onto Leads and other team members. There is no access to sunlight within the building and the air quality is rancid due to all of the people being isolated within the store (no windows, only one large entry door where guests enter). Seniority puts you at a higher risk of termination because Management wants to save on payroll. Managers have no respect for individual associates; only team metrics. Company culture is dissolving faster than that raccoon trying to wash his cotton candy."
-,2023-01-16,"Specialist in New York, NY",5,,its okay and decent benefits,customer traffic can be high and a lot of work
Great place to work,2023-01-06,Techincal Specialist,5,,Loved the atmosphere. The supervisors were all caring and supportive.,I really don't have any complaints with the time I spent working for Apple.
Apple is worth it,2023-01-10,"Specialist in Miami, FL",5,,Amazing company to work for with a-lot of benefits and great work life balance,None it’s all real nice
While working for Apple,2022-12-29,Customs Trade Coordinator,5,,I loved working with technology and the Apple community to build my skills working with technology and community!,I don’t feel as though I had any cons to working along side Apple employee!
Review,2023-01-18,Product Specialist,5,,Easy to Prove Yourself Learn About Business,Fluctuating Hours Co worker accountability
Genius,2023-03-02,"Apple Genius in Grand Rapids, MI",3,,It was a fine experience,"Frequently chaotic, extremely busy, retail hours"
Great,2023-03-19,"Sales Associate in Brooklyn, NY",1,,Easy job Hard to mess up job,Annoying staff of management that works there.
good place to work,2022-12-26,"Sales Professional in Houston, TX",5,,i like the company culture,hard work because youre essentiall y dealing with customers
Super diverse,2022-11-30,Product Specialist,4,,-Diverse -Good pay for retail job -Good discounts -Can build a great connection with co-workers,-Can get a little cliquey -Work on weekends -Hard to advance unless you have special connections with higher ups -Some people lack teamwork and managers don’t care when you complain -Some people don’t work because managers don’t keep a good eye in certain departments.
Amazing Place to work but long hours,2023-02-08,"Investment Associate in New York, NY",4,,- Great team members - Fast paced,- Long Hours - Worked on weekends
Good,2022-12-26,"Software Engineer in San Jose, CA",5,,best ecosystem work and best and smart people,high pressure and a lot of task in one week
Apple Specialist,2022-12-23,"Specialist in San Jose, CA",5,,"great work life balance, special as a part timer.",Trying to move up is a lot of work politics.
"Good company overall, but often my get busy",2022-12-22,Senior Hardware Engineer,5,,Works with very brilliant people.,Less paid. Costly meals Some managers aren’t very good
Great Place To Work,2023-01-25,Technical Support Specialist,4,,Benefits and pay for part time was great,"From day 1 to when I left, the vibe of the company shifted from people to metrics and management decided to micromanage more than ever before. Worked for 2 different locations."
"stable, interesting technology",2022-11-30,"Software Engineer in Boston, MA",5,,"during economic downturn, apple is stable is profitable. The technology and co workers are great.","a little chaotic sometimes, as some portions of the company are less driven by success given the eternal appeal of the iphone"
feedback,2023-02-16,"Software Engineer in San Diego, CA",4,,good pay and great benifits,not applicable not applicable NA
Being under appreciated,2023-02-07,"Apple Genius in Miami, FL",4,,"Benefits, discounts, people, Closing time, and PTO","Management, work weekends, no appreciation from management, any person is manager even someone from 7/11"
Excellent,2022-12-30,Sales,5,,The team trusts employees and gives freedom to create your own schedule.,This is a company that strives to be the best. Not really a con.
Good… but underpaid,2023-01-06,Fraud Specialist,4,,Fast paced environment Opportunities to learn Stable company,the pay is below average for the work you do
Great work environment,2023-01-09,Specialist,5,,"Friendly people, management genuinely cares about you",Not very flexible with hours
Great company,2023-01-10,"Technical Specialist in Detroit, MI",5,,Flexible hours Stock Options 401k,Holiday hours Minimal room for growth in retail
Great company,2023-01-09,Program Manager,5,,Great benefits and nice staff,Not enough time off to be able to request
560$ 750$,2023-01-03,"in New York, NY",5,,This is a factory 🏭🏭 very interesting and great.,Cons aren't it's in a factory...
Sales,2023-01-13,"Specialist in San Francisco, CA",4,,You learn a lot about everything,It’s a retail job so
Fair pay - unrealistic expectations,2022-12-16,Applecare At Home Advisor in Remote,3,,The environment is positive. People are usually excited to work for a large company that pays reasonably.,There is mandatory overtime. They require you to multitask and expect the same result as if you were focused on a single task.
Lots of politics,2023-01-01,"Senior Network Engineer in Sunnyvale, CA",4,,"Decent pay, stable company, well-loved products","Lots of politics, pay is not competitive, and told ""working for Apple"" is a reward in itself."
it was ok,2022-07-19,"Material Handler III in Sacramento, CA",2,,Difficult to find any to be honest,No opportunity for raises/promotion Bad management/leadership
The best retail has to offer before corporate,2022-11-21,"Technical Expert in New York, NY",4,,Benefits Team Hourly pay (Highest in a “retail” space) Time off health insurance stock,Customer prioritization over employee mental health
Apple Review,2022-12-14,"Product Specialist in Santa Clara, CA",5,,Exceptional company culture and team to work with. Great benefits and opportunities for career growth.,Not many cons about working at Apple.
Good,2022-12-14,"Tech Expert in Cleveland, OH",5,,"Pay, benefits, friendly environment, fun coworkers",I don’t really have any cons. Other than the store is freezing cold
High patience required for this job,2022-12-13,Mac Genius,2,,Good pay and benefits Flexible if you are a student,Every minute of your shift needs to be spoken for High street
50/50,2022-12-20,Anonymous Employee,3,,"Discounts, peers, casual, flexible, promotion",Not the best experience from the manager team and some favoritism takes place
Great Conpany,2022-12-19,Information Technology,5,,Best company I have ever worked for.,I don't really have negative things to say.
Average,2022-12-26,Reliability Engineer,3,,Good job security and benefits,Worst work-life balance and learning
Ok place to work,2022-12-17,Software Engineer,3,,The company is stable at the moment,"WLB is not good, you have to work really hard"
NA,2022-12-25,"Internship in Cupertino, CA",4,,Good pay and job satisfaction,Poor work and life balance
Apple Cares,2022-12-10,"Technical Support Advisor in Austin, TX",5,,It’s simple. This is a company that understands work/life balance and they care about their employees,There are no cons working for this company
OK,2022-12-28,"Apple Genius in Atlanta, GA",3,,Good Benefits for the employees,Very under staffed compared to demand of customers.
"Great pay and company, but not worth sacrificing work life balance",2022-12-04,Corporate Communications Intern,3,,Cool company to work for and have on your resume. Great pay.,"Little to no work life balance, long hours, not worth the pay if you can find a better team or company. Blindsided by manager and higher ups."
Current DV engineer,2023-01-02,"Design Verification Engineer in Orlando, FL",4,,Great benefits (EPP for yourself and F+F),Work life balance is not good
Good and bad,2023-01-03,"Demand Planner in Calif City, CA",3,,Discounted product is a benefit,Micromanagement is definitely a major con
Good job,2022-11-06,"Specialist in San Francisco, CA",5,,"good benefits, pay, and growth",have to be flexible with work schedule
Good,2022-11-08,Anonymous Employee,5,,friendly environment and great benefits,long hours and too many work calls
Great place to work,2022-10-24,"Specialist in Bethesda, MD",5,,Amazing work environment with tons of exposure to the apple products,Create more roadmaps to allow POC transcend into leadership role
Apple,2022-12-26,"Anonymous Employee in Germantown, TN",4,,Great pay and great people,It’s retail so you know what comes with that
Great benefits,2023-01-02,"Specialist in Santa Barbara, CA",3,,There are many benefits to this company,It can be very competitive even amongst coworkers.
great first job,2022-12-12,"Technical Specialist in San Francisco, CA",4,,"great benefits, opportunity to grow, easy to get time off, diverse team!",very clicky and values of company are very apparent so you need to align with them or else you wont enjoy working there
Great place,2022-11-10,"Annotation Specialist in Austin, TX",5,,It's a fantastic culture with amazing benefits,Not one that I can think off
"Ask more, get more",2022-11-15,"Marketing Manager in Boston, MA",5,,High salary and good food,Day in day out working long hours
great place,2022-11-16,"Software Development Engineer In Test (SDET) in San Diego, CA",5,,"great job , salary and benefits",no cons.Its a great place to work
Apple is Apple,2022-11-17,Sales Specialist,4,,Great benefits and great staff,"Hectic at times, mostly due to management"
"Great company and benefits, stressful job",2022-10-19,At-Home Advisor,5,,"You get to work for arguably the best company in the world. There is great training, opportunities, and pay for the work","Stressful talking to the general public everyday, easy to burnout"
"Great culture, depending on the team",2022-10-12,"Executive Recruiter in Cupertino, CA",4,,"Great place to work, depending on what part of the business you are with. Some groups tougher than others.","The obsession with secrecy can lead to a siloed approach. Some groups (design, engineering, product) definitely feel more of the love than others."
Good Start,2022-11-07,At-Home Advisor,5,,Solid starting point as an entry level job.,Same cons as any other customer support gig. Mean customers and overbearing supervisors.
Great place,2022-11-08,Manager,5,,Work life balance Pay Time off,Lot of be pressure to perform Management can be on your case a lot
good place if you know how to establish boundaries,2022-10-23,"Software Engineer in Cupertino, CA",5,,- high level of skilled coworkers - building things that positively affect millions of users,"- teams are fairly small, which makes processes faster but obvious cons"
Great Culture,2022-10-25,"Specialist in Oklahoma City, OK",4,,The people are incredible The pay is competitive The management and leadership teams are personable and care about their employees,Customers can be incredibly rude Staffing issues Not enough full time positions available
Great,2022-09-28,Public Relations Intern,5,,It was great fun to be there,Nothing bad to say on my end
Fun job,2022-09-29,"Family Room Specialist in Lexington-Fayette, KY",5,,Fun people to work with your age,Customers were sometimes silly to me
Rotten Apples,2022-11-16,Employee Relations Business Partner,2,,"Pros: good benefits, decent pay","It’s not what it used to be. It’s really difficult to be part of the People Team and experience firsthand sexual harassment, unfair treatment, toxic leadership."
fantastic,2022-09-30,Anonymous Employee,5,,"atmosphere, pay, benefits, culture, management","development, international move, out of the box hiring"
Stay away from this place. Seriously,2022-07-30,"App Reviewer in Sunnyvale, CA",1,,Entry level work with the Apple name on your resume. Can milk the pandemic work from home in the time being,"It’s pretty clear this place is not ideal and the land for those who were glorified phone callers who sat in a room calling developers during the App Store boom with old timers who are mostly no longer there. Once upon a time this place was ran by a bunch of old nepotism Santa Cruz yokels in a mid life crisis walking around in button up Hawaiian shirts, bragging about their Italian loafers, propeller pilot flying since Ancient Rome, and constantly hitting on younger colleagues. Stay away from this gossip valley high school. You can do a lot of research on the bad rap this department has had since 2009."
Great,2022-10-01,TELESALES Representative/Customer Secice,5,,Great- I loved apple products,Tough/the people were a little annoying
"Amazing work environment, great opportunities",2022-09-14,"Junior Software Engineer in San Jose, CA",5,,Lots of learning to be done here as they are so advanced,A lot of difficult work
Great company,2022-09-26,Anonymous Employee,5,,- Good perks - Great culture - High impact,- Often stressful and high pressure situations
Great job,2022-12-04,"Specialist in New York, NY",4,,Good benefits for full time,Weekend schedule isn’t the best
good,2022-09-28,"Software Engineer in Cupertino, CA",5,,"great manager, great pay, great food",vacation policy for the first 2 years sucks
Fine,2022-09-16,Project Manager,5,,Interesting place to work for sure,Not that much structure really
Best,2022-09-06,"Anonymous Employee in Newport Beach, CA",5,,"Amazing benefits, amazing products, amazing people","leadership can be lost at times, leaving you feeling stranded on your growth"
Apple,2022-09-11,"Retail Associate in Columbus, OH",5,,"Good environment, friendly and learn a lot",Scheduling can be hard depending what store
College advisor,2022-09-12,"Tech Advisor in Tallahassee, FL",5,,"Good Pay, easy work and fun environment",Some hard to work with people
best work environment,2022-09-06,"Research Scholar in Los Angeles, CA",5,,good work life balance hih salary,coffee is not that great
Great WLB and culture,2022-10-20,"Lead Software Engineer in Cupertino, CA",4,,Great WLB. Sense of accomplishment. Experienced management that cares about people.,Little room to get promoted due to too few levels. Hard to become a manager without many years of experience. Compensation was ok but low among FAANGs
"In this labor market, look elsewhere",2021-12-17,"Applecare At Home Advisor in Austin, TX",2,,"Great fringe benefits: - Health insurance deductible was $300 - App subscriptions (10% happier, fitness +, etc) - Stock options (85% of purchase price) plus random stock grants.  -WFH - job is actually pretty easy","- RSU’s used in lieu of raises/bonuses with a 3 year vesting period - no cost of living adjustments and bad raises. For example, one year I won an award for top performance and only got a 2% raise.  - They’re trying to get advisors who have always worked from home into the office - No options for advancement besides management. They even paid thousands of dollars for my education but provided no opportunities to use my degree.  - Arbitrary quotas for performance reviews. Eg. At least X number of employees have to receive “needs improvement” ratings, regardless of actual performance.  - Apple doesn’t care about customers abusing advisors. You’ll be treated horribly and then blamed for it. - They’ll pay you extra for working on holidays, but good luck actually getting a holiday off work."
Avoid CapEx GSM,2022-12-06,Anonymous Employee,1,,- solid company - cool products - bright engineers,- serious internal politics - horrible middle management - no interest in listening when overloaded
Great company to work at!,2022-09-10,Software Engineer,5,,passionate and intelligent coworkers. great products.,"great company, nothing to say."
Na,2022-11-17,"Software Engineer in Omaha, NE",4,,It’s a good company to work for,Can be a lot of work at times
Great job,2022-08-22,Helpdesk Technician,5,,Great job great people and food,It get busy busy busy busy during holidays
