review_title,review_date,review_person,ratings,review_text,review_text_pro,review_text_con
"Hard work, with amazing people and benefits",2022-09-23,"Senior Program Assistant in Seattle, WA",4,,"- brilliant and dedicated colleagues - amazing benefits, including healthcare for my family and hefty retirement account contributions - fulfilling work -- with an inspiring mission","- high expectations, sometimes feels impossible - deadline driven and can be a high stress environment - frustrating bureaucracy that can slow down productivity - top heavy org structure, often lacking support roles"
Passionate and smart people; HR is a bit of a mess,2022-09-14,"Senior Officer, Strategy Planning in Seattle, WA",4,,"You will love what you work on, have so much purpose and passion for your work. The people around you are brilliant and super respectful, nice and awesome.",HR is a mess. Policies don't make any sense and they are slow. It's not great. In addition for business minded people career progression is a bit stunted
Great mission,2022-09-22,"Senior Assistant in Seattle, WA",5,,People care about the mission Excellent benefits Competitive pay Lots of resources to lean on Smart people- can make good connections Good leadership (executive leadership team),Lots of internal politics. Some teams are toxic and chaotic like any company. Challenging for admin staff to build their career in an upward trajectory.
Fine,2022-08-25,"Program Officer in Seattle, WA",4,,"Competitive pay, strong expertise among colleagues, impactful work, office perks like snacks and catered meals and swanky events","Norms of white dominance culture, sense of urgency, de-prioritization of equity across leadership"
"Great mission, improving culture",2022-05-17,"Senior Program Officer in Seattle, WA",5,,Opportunity to work with amazing people on some complex and important global and domestic challenges.  Increasingly intentional focus on inclusive culture and equitable partnerships.,"Hectic and political work environment, and priorities are still set from the top so a lot of time spent managing up."
Fantastic,2021-10-17,"Senior Program Officer in Seattle, WA",5,,"From the top leadership all the way through to program teams and business partners, the staff are fully committed to the foundation’s mission and values. It is a place to think big and think innovatively about the world’s most pressing challenges, while partnering with the most impactful and exciting local, national and global organizations. The internal environment is highly supportive, with strong, highly conscientious, emphasis on refining culture, values and the working environment. Finally, the benefits are second to none.","While strategy helps structure and articulate grant portfolios , it can constitute a significant - sometimes excessive - part of the work for all program teams, which otherwise could be devoted to grant design, local partnership building or other country-level work. Work life balance can be challenging to achieve based on the role, depending on if the team is sufficiently staffed, but can be developed with the manager."
"Amazing institution, good perks, too many re-orgs",2022-05-29,"Senior Program Officer in Seattle, WA",4,,Great institution doing amazing work. Smart and dedicated staff. Generous benefits.,There is nearly constant re-organizing that means the job you signed up to do may change drastically or disappear. Higher level staff seem blind to the costs of this churn.
Great place to work,2022-07-13,"Associate Strategy Officer in Seattle, WA",4,,Excellent benefits and impact on the job,Promotions based on tenure rather than performance
Good place,2022-07-09,"Senior Program Coordinator in Seattle, WA",4,,Benefits are great. Work life balance is ok.,Pay isn’t always equitable or transparent.
Dysfunctional and Hypocritical,2021-08-03,"Senior Director in Seattle, WA",2,,"Beautiful buildings, great benefits, Mission you can get behind, Lots of Fun Events and Speakers Pre-Covid","Toxic Culture, wasteful spending, ineffective leadership, not as diverse as they like to tell the public they are, little career mobility. Want a ""yes man"" mentality - if you aren't that, you are deemed difficult."
Feedback,2022-07-22,"Program Assistant in Seattle, WA",3,,Great benefits Fast-paced Great Connections,No growth opportunities for junior and support staff. Team cultures vary significantly
"Power, Potential, Politics & Hubris",2021-11-27,"Deputy Director in Seattle, WA",3,,"Powerful mission Ability to fund good work that matters, if you are on a team empowered to execute. Good benefits and supports - including during the pandemic. When you have the right leadership and manager you truly feel like you can make a difference in the world. Resources, and the doors they open.",Limited technical expertise or focus on impact in some teams. Constant strategy refresh and overall inward focus impedes long term impact.  Staff seen and treated as disposable = lack of psychological safety on many teams. Little change / impact on diversity and inclusion; no sense of belonging in many teams. Poor track record on immigration support to staff.
Fantastic job,2022-03-28,"Program Assistant II in Seattle, WA",5,,"People are passionate, kind and engaging",Sometimes high level education means more than experience
It’s Complicated,2022-06-11,"Program Officer in Washington, DC",3,,Great benefits and ability to partner with incredible communities,A bit bureaucratic and risk averse; demanding hours and expectations
Great mission-oriented organization,2022-02-25,"Associate Strategy Officer in Seattle, WA",5,,Mission-oriented teams Impact-focused organization Extremely smart and capable teammates,"The organization can be overly bureaucratic, particularly around budgeting cycles"
Great opportunities,2022-02-24,"Senior Program Officer in Seattle, WA",4,,"Big complicated challenges, engage field partners.",Private family foundation; leadership focused on managing up more than down.
"Great benefits, lacks great culture.",2022-02-13,"Senior Program Assistant in Seattle, WA",4,,"Benefits, beautiful offices, great perks, incredible talent.","Culture, work life balance, pace, hierarchy."
"Work hard, great perks",2022-02-10,"Manager in Seattle, WA",4,,"Lots of smart colleagues and interesting work, good compensation","Long hours, hard to move up"
Happy in my role,2021-11-10,"Program Assistant in Seattle, WA",5,,"Benefits are great, if you click with your team it is a great community.","HR and management training could use some improvement especially compared to companies that put more time and emphasis and money on training their managers. However, if on the right team it does help!"
"Great benefits and mission, no career tracks",2021-09-09,"Head of Portfolio Management in Seattle, WA",4,,"Benefits are unbelievable Pay is solid, though perhaps a bit less than industry (due to lack of bonuses) People-focused mission Travel opportunities are great - not too much, great locations Brilliant employees Supportive of a work-life balance","No career ladders They only hire experts, and you have to demonstrate experience before you'll get an opportunity to do something (i.e., no stretch opportunities) Most employees are workaholics, and it's hard not to get sucked into that mentality"
"Great benefits and mission, no career tracks",2021-09-09,"Head of Portfolio Management in Seattle, WA",4,,"Benefits are unbelievable Pay is solid, though perhaps a bit less than industry (due to lack of bonuses) People-focused mission Travel opportunities are great - not too much, great locations Brilliant employees Supportive of a work-life balance","No career ladders They only hire experts, and you have to demonstrate experience before you'll get an opportunity to do something (i.e., no stretch opportunities) Most employees are workaholics, and it's hard not to get sucked into that mentality"
Middle Management Rules the Day,2021-03-01,"Senior Program Officer in Seattle, WA",3,,- Great benefits - CEO who seems to genuinely care and wants to work on known cultural problems - Beautiful campus - Connection to a larger mission,"- Your experience is highly manager-dependent and while many are good, some are appallingly bad with little to no consequence. - Performance, credentials, and expertise are valued over interpersonal skills and trust building, allowing some individuals to get away with abusive behavior without consequence. - Total lack of diversity and unconscious adherence to white supremacy culture where cutthroat behavior is normalized and employees who are actually from the places we work are marginalized and/or pushed out and where grant dollars go to white-led institutions, especially in research. - Smart young people are hired and then marginalized with little opportunity for upward mobility. Generally, BMGF is the place to finish your career, not get it started (although there are a few exceptions). Programmatic roles are generally occupied by people who skew toward retirement age.  - Generous benefits for parents on paper, but systemic discrimination of women with caregiving responsibilities in practice. This has showed up in major ways during COVID, where expectation have remained astronomically high and women are starting to leave. I know of several instances of women being denied opportunities or pushed out because of their caregiving responsibilities during COVID. - Major disconnect between our ""talk"" (i.e. what Bill and Melinda write and speak about) and our ""walk"" (i.e. how we do our work and how employees are treated internally)."
experience,2022-01-31,"Auditor in Los Angeles, CA",4,,nice work environment nice people,could get tired when sometimes
Great Environment with limited growth,2021-10-20,"Program Assistant in Seattle, WA",4,,Great environment and great benefits. There is generally a sense of urgency to solve GH problems. You are constantly surrounded by subject matter experts.,Limited growth especially if you are trying to switch from one job family to the other. i.e. Program Assistant to Program Coordinator. Every team is different.
Mission driven org needs to deal with gaslighting and discrimination,2021-07-18,"Researcher in Seattle, WA",1,,"The opportunities to do good for others are immense at the foundation. You can have a huge impact that helps make other peoples' lives better - if you're given the opportunity, but only if. For a person that's mission driven and who fits the bill of who leadership here see as capable of leading work in public health, this a great place to work. On the other hand, if you don't look like who they're comfortable with, best of luck. If you're in public health this place actually pays an appropriate amount for your expertise.","During my time I saw the foundation repeatedly state they cared about diversity, equity, and inclusion, and wanted to move us towards being a more diverse workplace, where all felt included and able to bring their best forward for the mission of the org. And yet, during my tenure I saw multiple women, half women of color, leave my division. Not truly out of choice, but because their management chains were atrocious. Retention is key to making any org a truly inclusive space but I'm quite convinced that several white people here see POC as interchangeable - all you need to do is hire the next POC when one leaves rather than fix the toxic system that views us as less capable and yet asks us for more work than our white colleagues. White men fail upwards here. WOC are pushed out. This needs to stop now and not in 2 or 3 or 5 years from now. But from everything I've seen the foundation's plans to address this, it means taking an incredibly slow pace on this to the detriment of those most discriminated against. Every year our division saw new guidelines about what was required to go up for promotion - and yet none were actually applied equitably. It was disheartening to see that I met most of the requirements for a role twice more senior than what I had and to hear from multiple colleagues that they saw that in me as well, but to get the opposite message from my chain of management who were disengaged with my work. There's very little accountability here when you're discriminated against. Many people hired here are bright, smart individuals but know nothing about what they're hired to do. People hired to do public health research and yet have never done it before and are managed by other researchers with no prior experience in the field either. It's the (hopeful) blind leading the blind here and the people purportedly being served and supported by this research deserve better. But you won't get that when you have poor leadership with little relevant experience with the field (here I'm not referring to the CEO, but rather individuals lower than that). Finally, let me repeat: I was gaslit by several people in my division. Bringing it forward did nothing for me besides put a target on my back. White men have questioned my work when they have no expertise in it and they are taken seriously solely because of the seniority of their role but not their actual experience. They can speak to you condescendingly and nothing will happen to them even if you bring it forward. They can repeatedly fail at doing their jobs and be given chance after chance, more training, more time, etc but POC will not be given the same support. I could not recommend this place for any POC at the moment as it's unsafe to be our authentic selves."
"Good work life balance, excellent benefits and coworkers",2021-11-17,"Program Assistant in Seattle, WA",5,,"work life balance, organized and talented co-workers, team oriented, top notch benefits",not many opportunities for growth
"Great people, Great work",2021-02-01,"Software Test Engineer in Seattle, WA",5,,"The people at this company are some of the smartest and most dedicated I've ever met. Everyone truly believes in the value of what they are doing and this sense of duty is present in daily work and interactions. Benefits are amazing, pay is good, and ability to go to sleep at night has gone up remarkably with the start of this job.","People work a lot. People work so hard and so often that the company has ""quiet weeks"" which ensure that people can't do meetings and are forced to focus on work and take it easy. Management definitely tries to get people to work less but if your work is ""saving the world"" it becomes harder and harder to justify taking time off. That said, much effort is made to ensure that employees have a good work life balance."
Good,2021-12-09,"File Clerk in Washington, DC",3,,It has some good people,Not enough free time on job
Diet,2021-11-11,"Dietary Aide in North Chicago, IL",5,,It is a great place to work,It’s very far away from my home
Lots to do in Global Health,2021-09-27,"Senior Program Officer in Seattle, WA",3,,"Impatient optimists - money, resources, knowledgeable colleagues",Sometimes all they want to do is talk.  Uneven advancement opportunities.
Great place to work,2021-10-07,"Advisor in Seattle, WA",4,,Everyone is mission-driven and that is very present,Company culture could be better
"Great entry, mid or end career employer",2021-08-10,"Associate Program Officer in Seattle, WA",4,,"Excellent place to spend a moment of your career, great salary, wonderful colleagues.","Minimal opportunity for growth and a challenging work-life balance. ""Unlimited vacation time"" is a joke."
Great place to work,2021-09-02,"Associate Strategy Officer in Seattle, WA",5,,Mission-oriented organization oriented towards maximizing social impact,Leadership and decisions can feel highly bureaucratic
Great Place,2021-08-10,"Executive Assistant in Seattle, WA",4,,Flexible work/life balance. Friendly and supportive. Easy commute when back to office occurs.,Overall my experience was great. I would not have had the opportunity to travel internationally.
Mission driven,2021-07-05,"Talent Management Leader in Seattle, WA",4,,Employees are motivate by the mission. And for many this is their passion and life’s work.,For many this is their life’s work and purpose which can result in very high goals and heavy workload.
Great,2021-06-30,"Program Officer in Seattle, WA",5,,Amazing colleagues. Great opportunities to drive impact. Great place to build at the beginning of your career.,Internal politics. Possibly too large and in sufficiently nimble.
"PA - in the door, out the door",2021-06-30,"Program Assistant in Seattle, WA",2,,"PA's are the backbone of this work, trying their best to make the work and lives of S/POs easier. Benefits are the best part of the job",Really hard to move up/gain autonomy
A great place to work,2021-07-15,"Senior Program Officer, Global Health in London, OH",5,,Fantastic mission and brilliant colleagues,Working from home during COVID
Eh,2021-06-04,"Program Assistant in Seattle, WA",4,,"Good benefits, good pay, good networking opportunities.","Very hierarchal, lots of type A personalities, tough work life balance."
Great and awful,2021-06-02,"Peer Tutor in Los Angeles, CA",5,,They’re good employers and the pay is great but the hours are limited,I wish for the hours to be more readily available
"Inspiring, political and commanding.",2021-02-01,"Program Officer in Seattle, WA",5,,"Expected to think big, demonstrate excellence, be strategic and very hard working.","As with anywhere, your experience will be dependent upon your manager in many ways. Get with a great manager, and the sky is the limit."
Sense of purpose,2021-02-23,"Senior Manager Program Management in Seattle, WA",5,,There’s no better place to work to have a clear sense of purpose and feel connected to the mission of the org.,Mis-alignment in IT spend vs level of service expectations
"PA - in the door, out the door",2021-06-30,"Program Assistant in Seattle, WA",2,,"PA's are the backbone of this work, trying their best to make the work and lives of S/POs easier. Benefits are the best part of the job",Really hard to move up/gain autonomy
"Great place to work, roles are demanding",2021-02-24,"Program Assistant in Seattle, WA",5,,"Top experts, cutting edge of foundation work.","Long hours, smartest-in-the-room mentality leads to interesting work environment."
Security,2021-03-25,"Information Security Analyst in Chicago, IL",5,,"Support, lots of resources, and amazing team","Strict dress code, must be on time"
Inspiring place to work,2018-07-20,"Program Officer in Seattle, WA",5,,"I'm constantly inspired by the work supported by BMGF, which impacts some of the biggest problems in global health. As a private foundation, they can take controversial stances and innovate in ways you often don't see elsewhere in development. I feel lucky to contribute.  Employees are treated very well. The benefits are amazing","There are the usual office politics, and a lot of credit-seeking driven by individual egos, but I think that is pretty normal in an organization, especially one trying to attract 'the best'.   Employees are treated very well, sometimes too well (e.g. business class flights), which is uncomfortable when thinking about the geographies we serve and how that money could be better spent."
"amazing benefits, amazing people",2021-02-03,"Senior Program Assistant in Seattle, WA",5,,"great benefits -- healthcare, parental leave, retirement, etc.  amazing colleagues and overall extremely rewarding work.",not a lot of growth opportunity for lower level employees
yep,2021-03-10,"Chef in Springfield, MA",4,,great job it's awesome time,none at all its great
Great impact and lots of resources,2021-02-20,"Communications Officer in Washington, DC",4,,Great impact and unlimited resources,Slow culture and lots of navel gazing
Great place,2021-02-18,"Delivery Driver in Jacksonville, FL",5,,Great people to work for,I have none at this moment
Exceptional,2021-01-22,"Associate Strategy Officer in Seattle, WA",5,,"Top-notch peers, culture, and sense of true passion.",Internal politics at times can get in the way of teams' ability to drive impact.
"It isn't perfect, but what place is?",2011-03-10,"Operations - Program Assistant in Seattle, WA",4,,"Generous benefits (insurance, matching for retirement, up to date technology items, free snacks/sodas, etc.), generally an overall positive team environment, individuals who are focused not only on their own professional improvements, but also overall team improvements.  As the foundation grows in size, there are gradual improvements to process which yes take time to implement, but are done so with careful consideration (albeit sometimes over democratic rationale) of input.  I am a 4+ year veteran of the foundation and I still love coming to work 95% of the time.","At times can be difficult to communicate effectively with other teams. What I don't understand are some of the budgeting decisions made as this organization operates under the idea that there is a limitation to funds yet the co-chairs spend literally crazy amounts of funds to build a new campus.  There are still general feelings of unfairness between programs and operations units - the program areas definitely get preferential treatment. Programs and operations are held to differing standards of ROI, expenditures, employee performance and behaviors. More could be done from the foundation's leadership team to finally once and for all truly try to change perspectives and behaviors between the programs and operations.  There are still pockets of individuals who choose to push their hierarchy/title upon others."
"Good pay, great benefits",2021-01-13,"Senior Program Coordinator in Seattle, WA",5,,"Good pay, great benefits, focus on good management/managers",Lack of diversity at the leadership level.
Great colleagues,2021-01-28,"Associate Program Officer in Seattle, WA",5,,Lots of learning and investment in employees,Hectic work pace and inefficient organizational structure.
Great place to work,2021-06-09,"Program Officer in Seattle, WA",3,,BMGF is a great place to work,I don't have any to report
Culture needs some work,2021-03-15,"Senior Program Officer, Global Development in Seattle, WA",3,,"Some great people, interesting and varied work, connections at high level with organisations all over the world","Culture can be tough, success is often measured by performance in meetings with the co-chairs rather than on programmatic performance."
Impact,2021-05-25,"Senior Program Officer in Seattle, WA",3,,Opportunity for impact is unparalleled.,Head count cap limits upward mobility.
Supportive,2020-12-29,"Program Officer in Seattle, WA",5,,Really good benefits and support structure,Slow decision making and bureaucracy
Unique Opportunity to support Science for Global Health Impact,2020-11-01,"Program Officer in Seattle, WA",4,,Inspiring Mission; Wonderful Colleagues; Flexible Work Structure; Data Driven,Lack of Internal Career Advancement
So much that's good with a couple of fatal flaw,2018-09-25,"Program Officer in Seattle, WA",3,,"-Inspiring mission with ability to connect your work every day to that mission -Opportunity to do interesting and novel work constantly; if you are willing to lean in to it, you can find tons of ways to add value -Amazing benefits - frankly, I can't imagine finding better ones anywhere -Smart and motivated colleagues -Decent work/life balance (somewhat depends on your team but if you're willing to set personal boundaries, people generally respect them) -Senior leadership's priorities are in the right place","-No clear or logical pathways for promotion -Job title in the program officer family can feel arbitrarily assigned -Visible voices and charisma are valued over quality of work execution; translates into a culture where men are systematically valued over women -You need a manager who values your work and advocates for you to move ahead; if you don't have that, you are out of luck -They over-hire and hire often without a clear idea of what folks will do when they get there -Senior leadership priorities don't always get translated to action that makes sense"
"Good pay, great benefits",2021-01-13,"Senior Program Coordinator in Seattle, WA",5,,"Good pay, great benefits, focus on good management/managers",Lack of diversity at the leadership level.
Great colleagues,2021-01-28,"Associate Program Officer in Seattle, WA",5,,Lots of learning and investment in employees,Hectic work pace and inefficient organizational structure.
Short review,2020-11-10,"Program Assistant in Seattle, WA",3,,"Amazing potential in the work, collegues and educational opportunities",Bureaucracy and politics are painfully and ironically in favor of white men.
Supportive,2020-12-29,"Program Officer in Seattle, WA",5,,Really good benefits and support structure,Slow decision making and bureaucracy
Unique Opportunity to support Science for Global Health Impact,2020-11-01,"Program Officer in Seattle, WA",4,,Inspiring Mission; Wonderful Colleagues; Flexible Work Structure; Data Driven,Lack of Internal Career Advancement
"Great place to work, but not a place where everyone will thrive",2018-06-06,"Program Officer in Seattle, WA",4,,"1. Opportunity to play a part in addressing some of the biggest, most important challenges of our time 2. You'll get professional opportunities here you won't get anywhere else (e.g. who you get to work with, events you get to participate in, speakers that come to the foundation) 3. Unparalleled benefits 4. Beautiful workspace 5. Very flexible working schedule","You're experience will vary widely team-by-team, but basically:  1. The foundation has yet to create a culture and work environment where people of different backgrounds can thrive. Right now, it favors workaholic types with American communication styles (e.g. speaking in bullets, very direct) 2. Pretty much constant change--the decision-making process for which is not always transparent or fair. 3. While the CEO and executive leadership team are trying to address this, managers are generally pretty weak. Don't expect a lot of time or support in terms of mentorship or support to grow your career. 4. Because there are few open positions, it can be hard to ""move up""--especially from PO to SPO and SPO to DD."
Overhiring is a Major Issue....,2016-03-09,"Anonymous Employee in Seattle, WA",3,,"This is a wonderful organization that does incredible work, and feeling like you're contributing to the mission is incredibly motivating and inspiring. The CEO is a brilliant woman and seems to generally care about the happiness and well-being of the staff. The work done by the program teams, in spite of themselves, is valuable and important work. We are making a difference.","OMG -- seriously, stop with the over-hiring! Just because you CAN hire a double- or triple PhD from Harvard doesn't mean you SHOULD. Overall the organization is STILL too large, too reliant on contractors and consultants (don't get me started on IT) and the scope of your work will be incredibly small, so you will fee like you just magically stepped ten years back in your career. Nowhere to develop, grow, or advance. Stagnation."
Nothing good comes easy.,2019-12-15,"Senior Program Coordinator in Seattle, WA",4,,"At BMGF I worked with some of the most remarkable colleagues - not just intelligent and accomplished, but truly kind and caring folks with unique backgrounds and life experiences to contribute. Benefits are outstanding. Wonderful, consistent learning opportunities and depending on your team, chances to stretch and gain new skills with exciting projects.","Nothing dominates an organizational culture more than how it defines success. At BMGF, success is working as diligently as possible, as often as possible, and being the smartest person in the room (or at least in your subject area). Its borderline obsessed with how ""complicated"" and ""difficult"" its work is, and it sometimes seems like you earn more points for taking apart a problem analytically, than actually figuring out how to have tangible impact The result is a very curious, learning-oriented, but ultimately inward-facing organization that's more afraid to fail than its willing to admit. If you're already working in development, this won't be news to you. But any person should know what you're getting into, and how you want to navigate it - work/life balance will be 100% up to you."
Programmatic role,2015-07-01,"in Seattle, WA",3,,"Strong benefits (12 weeks maternity/paternity leave + ability to add vacation, low co-pay, wide coverage); compensation is average and uneven but decent enough; nice campus; many learning opportunities and ability to be creative and risk-taking about solving big problems; great colleagues; options to work remotely with flexible hours","Meeting heavy; poor management (indecisive, churning around ideas without concrete actions; bullying behavior goes unaddressed); little investment in staff and little career growth with some teams having an outright ""no promotions"" policy; little value for institutional knowledge but without strong IT-related knowledge management systems so a lot of information walks out the door when staff/consultants leave; constant focus on strategy refreshes/reviews which pull staff from primary work; unsupportive HR (or rather HR is clearly there to protect the company rather than the staff); at the moment, there has been a crack-down on hiring consultants--that combined with a lean staffing model and too few junior staff, burn out is high and quality is going down as employees are stretched beyond capacity and can't devote enought time to any one thing; highly stressful environment; great values on paper but they don't translate toward staff"
Hard work for a history-making institution,2015-08-30,"Senior Manager in Seattle, WA",3,,"The aim of the foundation is to deliver on the belief that everyone deserves the chance to live a healthy and productive life; as an employee, all of your work goes towards this, even if it may not feel like it every day. I'm so proud of the organization, my time there, and the effort of so many creative passionate coworkers, not to mention the impact on millions of lives, now and forever. You're part of something bigger than yourself and that's tough to beat.","The foundation has gotten much larger over the years. Its giving has also increased substantially, both in terms of amount and geographical distribution. As such, I think it has become more complicated to get things done inside of the foundation. The organizational processes haven't quite kept pace and I think people don't necessarily stop to improve, but instead work harder to get things done. I don't think this is very different from any other growing organization. Leaders, along with staff, are actively focused on improving this."
Hello,2020-10-10,"Anonymous Employee in Arlington, TX",5,,Good job nothing bad to say,I do not have any kinds right now
Ok,2020-10-30,"Analyst in Chicago, IL",5,,"Impact, Friends, Bill, Impact, Impact",Everything is too slow. OK
"Inspiring mission, too bogged down in internal politics",2016-05-07,"Program Officer in Seattle, WA",3,,"The pay and benefits are amazing, and the mission is inspiring. In my experience I've been able to professionally develop and advance within the organization, although I agree with other reviews that these opportunities can be highly dependent on supportive teams and managers. Representing the foundation you get to be a part of many high-level conversations at the global level and benefit from working with partners who are at the forefront of the field in both research and implementation.","The work environment is very politically charged and it is easy to get bogged down in internal churn. I don't know if it is typical for this size of an organization, but the number of reorgs seems unnecessary and a huge barrier for getting work done. It's also tough for morale when smart and effective people are getting laid off and people who are good at upward politics but seem to care less about the actual work are recognized and promoted."
"Great mission, great people, great benefits",2020-08-26,"Senior Program Officer Global Policy & Advocacy in Seattle, WA",5,,"Excellent benefits, fair compensation, and the mission is at the core of the work.","Evolving DEI approach, little mobility internally."
Prepare for bureaucracy if you work here.,2015-06-21,"Senior Analyst in Seattle, WA",3,,Benefits package is outstanding. Some genuinely nice people. The belief that what you are doing is truly helping to save the world. Beautiful offices and landscaping. Onsite fitness gym and food (food is not free).,"Continual hiring of individuals only for their field/specialty talent results in individuals in key roles who have no experience or interest with people management, career development, technology, or communication skills beyond the grantees.  The framework (of how teams report upwards) and executive leadership continues to operate in a clunky old-boys club fashion. Considering how dismal morale is across the entire company, I and many others believe that change is currently underway; however, the change is being done in such a mean, rapid, and secretive state that many current employees such as myself are meant to feel like pawns.  The family feeling that once existed as vanished and there is no hope of it coming back. Bill and Melinda have not been present."
Amazing professional experience,2020-08-15,"Summer Intern in Washington, DC",4,,Intern program is extremely well structured to introduce interns to Foundation leadership and the breadth of organizational functions. Competitive pay and excellent professional development opportunities.,The intern program is not designed to culminate in a potential job offer.
BMGF,2020-08-29,"Program Officer in Seattle, WA",4,,Amazing work and fantastic mission,The majority of managers are technically trained and should not manage people.
inspiring opportunity with smart colleagues,2020-10-08,"Associate Strategy Officer in Seattle, WA",5,,smart colleagues and mission driven,no clear career progression opportunity
The Hunger Games lived daily.,2016-02-09,"Business Analyst in Seattle, WA",1,,Mission & benefits but not worth abuse from colleagues and managers.,"Management is incompetent; crippled by bureaucracy. They can't make a decision without hiring at least two consulting firms tell them what they should do. The consulting firms have this figured out and take advantage at every turn, but management can't see it. Fear of technology and change is a core competency at the foundation. Stay away from IT if you like working with the latest and greatest technology. Change management and holding the users hand are the most critical elements of a project. If you don't like writing job aids for bone headed talks, the foundation is not for you. The foundation has implemented the stack ranking review process Microsoft abandoned two years ago. It was very interesting to see how it plays out in a female dominated workplace. It is much more brutal than at Microsoft. Lies about my character, that my boss knew was false ended up in my review. I've seen four people in four years get fired by my boss or direct reports because they don't like them. The environment reminds me of the sorority I quit in college. There is no teamwork."
Nowhere else like here,2017-09-13,"Director in Seattle, WA",5,,"Today I had an amazing lunch conversation at Gates with a colleague talking about how one of our grants is enabling the largest mapping of social networks ever attempted - across nearly 800 villages in Honduras - to accelerate the speed and adoption of transformative health outcomes. I looked up and realized similar inspiring and innovative conversations were happening all around me. Smart, creative, passionate, committed colleagues, all leaning in to changing the world at scale. Yes, there are challenging days yet that's often the case when trying to do big things that matter. It's a real privilege to be here.","Under Sue (CEO), the foundation is making huge strides forward in everything from culture to management and from simplification to fun. Yet, there are still managers and leaders here not fully on the bus, so the place can feel uneven. Best to understand the nature and dynamics of the team you are joining beforehand."
Company Review,2020-09-29,"Program Assistant in Seattle, WA",5,,"Amazing passion and determination in colleagues, great benefits",Lack of work life balance
Senior Program Officer,2018-11-15,"Anonymous Employee in Seattle, WA",3,,Bill and Melinda are tackling some of the toughest problems in the world. They do not give up on challenging issues. Employees are mission driven and care about the work they do. Lots of smart people to work with. Great benefits- full year off for paternity/maternity with pay.,"US Program senior leadership jumps when Bill raises an eyebrow. There is constant change on the tools used to get the job done. Silly issues like open space and where people sit dominate office politics. Motto is ""overthinking analysis"" which leads to public paralysis. Most of the work is feeding the machine."
