review_title,review_date,review_person,ratings,review_text,review_text_pro,review_text_con
It has its ups and downs,2022-07-30,Retail Ambassador,2,,"There are some good things about working at allbirds: free shoes and merch when you join(about 2 pairs of shoes, 2 shirts, and a pair of socks), a nice hourly wage, a nice break room, and some friendly coworkers.","The management there is terrible, they have absolutely no idea what they are doing and procrastinate very often to set you up properly for the job. Their pay system is also very stupid and overcomplicated, and there are not a lot of hours to work there. You give customers marketing emails UNLESS THEY explicitly ask not to. There is no room for career growth, you get no new skillset or room for promotion in this job. The breaks are unpaid 30 minute and go by in the blink of an eye, if you want to get food from the outside, prepare to spend 20 minutes going to GET the food before actually coming back and being able to eat it."
Allbirds ambassador,2023-01-06,"Sales Ambassador in San Francisco, CA",4,,Most coworkers were great to work with,Upper management was disorganized and messy
a great starting role,2022-12-12,Remote CX Associate in Remote,3,,quality real life experience at a high volume that can be leveraged into other jobs down the road,a lot during the holidays
"Smart, fun, and supportive coworkers",2022-12-22,Marketing Director,4,,"Supportive and sense of community,","Lack of consistency, management changes"
Part-Time,2022-12-15,"Brand Ambassador in New York, NY",5,,"Snacks, Mental Health Benefits, Multiple Tasks",Can be slow traffic at the store
Floor Lead,2022-12-06,"Floor Leader in Carlsbad, CA",4,,"Easy work, comfy shoes, slow store",Low volume store with older customer base
Great Company!,2022-11-24,"Retail Ambassador in Austin, TX",5,,I enjoyed everything about working at Allbirds.,I do not have any cons during my time at Allbirds.
Great Experience,2022-10-26,Analyst,4,,- work life balance - great team aspect - work environment and culture - discounted products and free products - lunch twice a week - cool office,- compensation is a bit lower than average - not too sure about the job promotions and opportunities
Bad Management,2022-11-10,Sales Associate,2,,Allbirds has good company values & coworkers,management has favorites and doesnt know how to be professional
Great Place to strt,2022-11-01,"Part Time Sales Associate in New York, NY",5,,No micromanaging at this place,"no cons, i have not experienced anything bad so far"
Great Experience,2022-10-26,Analyst,4,,- work life balance - great team aspect - work environment and culture - discounted products and free products - lunch twice a week - cool office,- compensation is a bit lower than average - not too sure about the job promotions and opportunities
Great Company!,2022-09-16,Floor Leader,5,,Great company for benefits and work life balance,Not a lot of locations
Bad Management,2022-11-10,Sales Associate,2,,Allbirds has good company values & coworkers,management has favorites and doesnt know how to be professional
Innovative - Fast Paced - Low Ego - High Output,2022-02-10,Store Leader,5,,"Great People and Products. High expectation to achieve results and develop your team. It is what you make of it, if you are a hard worker that can give honest feedback, be resilient and go with the ever changing flow, you will do great. Great compensation and growth possibilities for hard working high performers. Great benefits: Medical. Dental, Vision, 401K Matching, Equity after 1 year, Quarterly Bonus, opportunities to travel, Free product, 50% discount, Flex Time Off, career development and CEO's who care about","Very fast paced in store experience that may not be a good fit for some. Operations heavy - large shipments, inventory management, monthly and supply chain are a work in progress and can be time consuming and complicated."
Great,2022-09-06,Retail Ambassador,5,,"Great job, good company and management",Don’t have any at this time
Meh,2022-07-16,Anonymous Employee,2,,"Free shoes, free snacks, managers make good money","Company went public last year and they started putting profit before their people, despite being a B Corp. Unrealistic expectations put on retail teams, obvious favoritism in promotions, and zero concern for what they claim to be about."
Love the mission,2022-09-22,"Assistant Store Leader in Cambridge, MA",4,,The best part was getting to build and develop a team of awesome people,Lack of understanding/respect for retail employees from corporate departments
Corporate changed things for the worst.,2022-08-02,"Keyholder/Floor Leader in Boston, MA",1,,"A shoe discount, working for a sustainable forward company (more so than other brands at least)","-unreal corporate expectations on retail stores and staff. High turnover due to lack of competitive pay, lack of benefits and terrible management. They do not hire from within, you cannot move up because they consistently hire from outside—as in managers from completely different retail store companies. They Will tell you there is opportunities to grow, you would be naive to ignore the folks around you who came from elsewhere who are now suddenly your boss. -the benefits are terrible and are really only existent because they want to look better than other companies. Small stipend for atheistic materials, pretend available therapy that no one can use because there is only one available therapist and you have to wait weeks for an appointment. Terrible quality clothing that you are forced to wear, while not allowing for you to wear leggings or sweats that you literally sell unlike Lululemon or athleta etc. management only flys into town to see if the store Looks how it should and management looks exactly how you think it does. All male, predominantly WHITE. The amount of stores run by white men in this country says enough about allbirds and how they deem leadership material."
Great place to work!,2022-09-29,Anonymous Employee,4,,Amazing company culture and company mission.,Job leveling could use a restructure.
Review,2022-09-26,Anonymous Employee,4,,"Full-time employee benefits Feel connected to headquarters, always in the know.",Holiday hours. Work almost all holidays.
Great,2022-09-06,Retail Ambassador,5,,"Great job, good company and management",Don’t have any at this time
It’s okay,2021-10-05,"Brand Ambassador in New York, NY",3,,"(1). Free shoes + 50% product discount.  (2). Floor/stock leads are helpful. (3). Catered meetings. (4). Health, dental, and vision insurance.  (5). Company matches your 401k inputs.","(1.) Upper Management can be difficult (i.e., a regional manager often comes to the store for a walk-through and manages to say a lot of negative feedback even though sales are FLOWING and customers remain SATISFIED)… which leads to my next point:  (2). Not much is ever good enough for upper management!  (3). Too many products and not enough stock room to store them.  (4). Management expects your life to be ALL ABOUT Allbirds.  (5). Change in upper management has hindered the growth of a few colleagues… completely unfair.  (6). Not enough pay for the amount of duties managements asks for, which then sparks the next point:  (7). Not enough pay raise opportunities (quarterly bonuses do not count, but are very much appreciated).    *half of these cons did not impact or happen to me, but they are cons I have personally witnessed throughout my employment."
solid work environment,2022-08-11,"Retail Ambassador in San Francisco, CA",4,,The hourly pay was not too low or high which was appreciated.,"When it's slow at the store, sometimes you lose your mind."
not bad at all,2022-07-13,"Sales Ambassador in New York, NY",4,,"one of the best retail jobs i’ve ever. free snacks, free shoes.","pay could be better and instead of hiring from outside the company, train people you know will be successful in a role."
Jump Ship,2022-08-26,"Sales Lead in Washington, DC",1,,Started great and people oriented.,Company lacks sense of coherence and direction and it trickles down and affects your day to day in an exhausting manner.
"Collaborative, creative place to work",2022-06-03,Anonymous Employee,5,,Loved working at Allbirds. Super creative and collaborative atmosphere with great benefits for employees. Plenty of room for everyone to step up and make big decisions,Some growing pains as the company scaled and became public
Decent starting job,2022-06-19,"Brand Ambassador in San Francisco, CA",3,,Good environment and sometimes good staff depending on location,Compensation is low and management can be uneducated
The Dream Retail Job,2022-04-03,Retail Ambassador,5,,"One of the most positive and collaborative work environments I've ever been a part of! Also, selling a product that is genuinely giving back to the planet is the easiest thing in the world.","At least on my team, there's not a lot of age diversity (most are college students or people in their 20's). Additionally, there's that unsurprising disparity between corporate and retail (how ideas and practices are trickled down and then executed)."
I love their mission!,2022-07-07,Brand Ambassador,5,,"benefits, hourly pay, positive envirnment",there are not many cons
Great,2022-06-30,Anonymous Employee,5,,Always a great atmosphere to work in,"nothing bad about it, it is great"
Great,2022-06-03,Anonymous Employee,5,,They are a great company. Competitive pay,No cons for this company
its great,2022-05-23,Product Manager,3,,its great to work here,career development is an opp.
Amazing comfy shoes!,2022-05-11,Retail Sales Ambassador,5,,Great work environment. Hospitality and postiivity,Improve hourly pay Work on making more creative ideas for shoes
Allbirds ASL,2022-04-21,"Assistant Store Leader in Palo Alto, CA",5,,"Great People, Salary, & Benefits",The work load is very manageable
work environment,2022-04-05,"Floor Leader in San Diego, CA",5,,Great work environment and company values,not too much communication between corporate and retail stores
Love the Culture,2022-03-08,Assistant Manager,5,,"Great culture, free shoes, amazing co-workers, unlimited PTO, stock options",Pandemic retail and weekends off dependent on your team
There are other stores...,2021-07-23,"Retail Ambassador in Boston, MA",2,,"• Great product • Great mission • Good company culture • Can be a fun place to work (great customers visited the store at times) • Delicious snacks in break room, free shoes, and an occasional catered lunch",Most of my co-workers and managers here were unprofessional. Very cliquey environment. Lots of unnecessary gossip. No opportunities for growth. Hard work and sacrifice will be overlooked if you aren't close friends with the management here. The store I worked at did not seem to care much about actual selling capabilities. This is a great position for an indifferent high schooler or undergrad student in their freshman or sophomore year of college looking for a seasonal part-timer and a nice pair of shoes.
Good Wage,2022-02-28,Brand Ambassador,4,,Good benefits and wages good management Good hours,Not enough workers not much cons
Great!,2022-01-27,"Floor Leader in Philadelphia, PA",5,,Progressive environment and healthy atmosphere,Promotion pay is not much
Great company culture,2021-11-29,"Assistant Store Leader in Los Angeles, CA",5,,Inclusive company with a growth and development culture.,"Small company, things fall through the cracks."
AMAZING,2021-09-16,Sales Associate,5,,"The pros of working there are they feed you, offer you unique opportunities within the company, and love to hire internally. I feel like it would be easy to work your way up in this growing company.",I honestly don't have any cons about working there.
Incredible Work Environment,2021-11-16,"Brand Ambassador in Boston, MA",5,,"Pay, work environment, free shoes, fun",None at all I have no cons.
Great,2021-11-23,Anonymous Employee,5,,Great company to work for,None to share at this time
Great job for students,2021-11-11,Ambassador,4,,Coworkers Small company so easy to talk to higher ups,constantly changing products lack of leadership from corporate
Great company!,2021-10-15,Anonymous Employee,5,,Great environment and beautiful company culture,No bad experiences since the training sets you up for success
Amazing company,2021-08-02,"Floor Lead in Austin, TX",5,,"Wonderful store and headquarters teams, full of passionate leaders who truly care about the company’s success as well as your personal growth. Compensated fairly and consistent raises. Opportunities to move up are consistently available.",It’s still a startup so there a few kinks to work out logistically with supply chain
Great place to work,2021-08-15,Anonymous Employee,5,,Transparency and just good people trying to make the world a better place. The younger employees don't understand how special it is,In downtown sf cool spot but tough to get to. Hoping more remote work will be available. Not too much else to complain about
Great!,2021-09-16,"Store Leader in Washington, DC",5,,Great place to work! Amazing people development.,"Its still a new company, so policies and standards change a lot, some for better, some for worse."
Could be better,2021-07-17,Floor Lead,3,,Good benefits for full-timers and possibly the easiest job you’ll ever have.,Upward mobility is virtually non-existent once you reach floor lead. Great job for college students or for anyone who doesn’t aspire to move up.
Great place to work,2021-08-13,"Anonymous Employee in San Francisco, CA",5,,"Growth, benefits, leaders who care, high performance culture, fun workplace",Just the normal pain points for any high growth company
People,2021-08-06,"Anonymous Employee in San Francisco, CA",5,,- culture - environment - management - perks and shoes - growth,- structure since it is a startup - days change everyday
Fun work environment but can be demanding,2021-05-25,Retail Ambassador,4,,Lots of cool people who work there care about environmental and social causes. Not like a typical retail job a lot more go with the flow.,Disorganized upper management (still a new company they’re learning as they go)
Great people to work with,2021-05-17,Retail Ambassador,5,,"People were really nice, the HR management was neat, felt connected to the rest of the people at the HQ in San Francisco.","Knee pain from bending down, hands get rough and dry (paper cuts)."
Couldn't be happier!,2021-06-16,"Floor Lead in Pasadena, CA",5,,"Management is excellent, everyone is very positive, and your voice is heard.",No cons working at Allbirds!
Great part-time work as a college student!,2021-04-27,Brand Ambassador,5,,"Scheduling flexibility. Good pay, with bonuses every quarter based on your store's sales. Chill environment.","Weekends can get busy. Physically exhausting work, but that's most retail work."
Great P/T job!,2021-06-09,Brand Ambassador,5,,Schedule flexibility and chill work environment,don’t have much to say
great company,2021-05-08,"Anonymous Employee in Chicago, IL",5,,great company to work for,no problems with this company
Great company,2021-04-27,"Anonymous Employee in Chicago, IL",5,,Great people and company to work for,I never had any problems
"Great place to work, but low paying.",2021-01-18,Customer Experience Associate,4,,Great culture and co-workers. Always making developments as they grow.,Does not pay employees a living wage!
Great place to work!,2021-01-08,Retail Ambassador,5,,"Super fun environment, schedules you out far in advance so you can better plan and for great work life balance. Picked it up for the holiday seasons but ended up staying longer because I enjoyed it!",No cons at all. Really enjoying this part time job
Best Company,2021-03-02,"Director, Total Rewards in San Francisco, CA",5,,"LOVE working here, mission driven and changing the world",none - this company is the best i've worked at by far.
Amazing company!!!,2021-03-04,"Floor Manager in New York, NY",5,,"Everything!! Health insurance, friendly people, corporate was reliable and dependable, great CEOs!","Nothing! Everything was great, I loved it!"
"Good workplacem, great mission, no room for growth",2021-02-26,"CX Specialist in San Francisco, CA",3,,Great mission and great culture,Not a lot of room for growth
A great place to work,2021-03-10,Brand Ambassador,5,,"Friendly work environment, great staff, good corporate citizenship",None that come to mind
Better than most retail jobs,2021-03-04,"Retail Ambassador in Chicago, IL",4,,Company paid health benefits for full time employees,They will make this job your life.
Great Company,2020-12-13,"Brand Ambassador in Los Angeles, CA",5,,"Great company, fair wages, wonderful place to be.","Sometimes leadership can be a bit all over the place; a supervisor will tell you one thing when they're on duty and then if someone else is on duty, the directions change. Could benefit from some more streamlined directives."
Great Retail Job,2021-02-01,"Brand Ambassador in Chicago, IL",4,,"Good pay, great culture, generous discount, easy job.","Too easy sometimes, not a lot of flexibility, not many opportunities to move up."
Love!,2021-01-27,Manager,5,,"Great communication, employee benefits, work schedule","Still growing, so typical growing pains in retail. Nothing really negative to report."
Refreshing,2021-02-19,Anonymous Employee,5,,"Awesome mission, awesome people, awesome products",No cons come to mind
So so experience,2021-02-02,"Customer Experience Associate in San Francisco, CA",2,,Free shoes and free lunch.,"Too many to count, seriously."
Love working at a mission driven company,2020-10-19,"Associate Director in San Francisco, CA",5,,"- Mission driven  - Young - Dedicated, driven employees  - Fast paced, high impact learning environment",- Very demanding  - Hard to find work life balance
Awesome company,2020-12-10,"Supply Chain Coordinator in San Francisco, CA",5,,"Great people, driven leaders, awesome",None none none none none
"Great place to work, but low paying.",2021-01-18,Customer Experience Associate,4,,Great culture and co-workers. Always making developments as they grow.,Does not pay employees a living wage!
The World's Most Amazing Company,2019-12-18,"Floor Lead in New York, NY",5,,"Allbirds as a whole is an incredible, innovative company that holds such a special place in my heart! I've always worked for smaller businesses, afraid of branching out to bigger brands because of all the horror stories I've heard from fellow friends and family. But, here at Allbirds, it's all good. Everyone at HQ is a sweetheart and they are so easy to talk to! I've met many people from corporate in the outside world and they have always left a bad taste in my mouth - but, again, that is not at all the case with the workers at Allbirds. I can not fully and properly describe my love for working with these amazing humans. Tim and Joey are true modern day superheroes who deeply care for their employees and the Earth. Their philosophy brings together a fantastic team of good-doers who just want to make the world a better place; they're all so supportive and welcoming, I am so grateful to be working for such a phenomenal company. I love how sustainable we are, I love the community, I love how we have a #doglovers channel on Slack and that everyone is super interactive with each other. Allbirds is an absolute gem of a corporation (who is B certified by the way, haaaaay!). Thank you everybody for always being so amazing. Ya'll are truly inspiring and the best! :-)",Nothing really! Allbirds is a very new company and they are doing amazing so far! They are very flexible and open-minded.
"Good workplacem, great mission, no room for growth",2021-02-26,"CX Specialist in San Francisco, CA",3,,Great mission and great culture,Not a lot of room for growth
Better than most retail jobs,2021-03-04,"Retail Ambassador in Chicago, IL",4,,Company paid health benefits for full time employees,They will make this job your life.
great company,2020-10-21,"Retail Brand Ambassador in San Francisco, CA",5,,great management at the company,cliquey groups at the company
Innovative and great learning opportunities,2020-10-08,"Brand Ambassador in Livermore, CA",5,,Innovative and great learning opportunities!,Nothing i have noticed so far
Great Retail Job,2021-02-01,"Brand Ambassador in Chicago, IL",4,,"Good pay, great culture, generous discount, easy job.","Too easy sometimes, not a lot of flexibility, not many opportunities to move up."
So so experience,2021-02-02,"Customer Experience Associate in San Francisco, CA",2,,Free shoes and free lunch.,"Too many to count, seriously."
Very caring and respectful,2020-08-10,Brand Ambassador,5,,They valued employee input and respected the needs of the people working for them.,Really no cons that come to mind.
Great Job,2020-12-30,Sales Associate,4,,Great Benefits and great work space,Communication within the company needs to be better
Good Job,2020-10-29,"Customer Service Representative in New York, NY",4,,"Friendly Staff , a lot of opportunities",Not many cons . new company figuring things out
"Great Interim job, not much opportunity to move up",2020-10-03,"Retail Ambassador in Boston, MA",4,,"-Benefits (medical, dental, vision, wellness spending)",-Lack of diversity -Sub-par retail management
Best Job Ever!,2018-12-02,Anonymous Employee,5,,"The co-CEOs make an effort to get to know you and actually appreciate every single member of the company. Because it is fast growing, they do their best to keep everyone in the loop, so even for someone who is not in an HQ position, I feel pretty important to the company and not seen as just any other replaceable employee -- big thumbs up to that! The company in general is pretty transparent so as to not have any confusion or speculation. Management team is solid, and they actually care about their staff unlike other companies out there. Free shoes are always awesome and so is a filled snack reception area!","Some of the people I work with..I don't know how they got hired. A lot of folks tend to slack off and kick back especially during peak hours, and it's not fair to those who are working hard. Other than that, no major red flags."
Great place to work!,2019-08-14,"Anonymous Employee in San Francisco, CA",5,,Great opportunity to be a part of a great team with a company wide mission! People are very friendly and the company is very transparent. I’m grateful that I’m given the opportunity and power to help build wonderful things here. A lot of great learning opportunities here too.,Benefits are not on par with other nearby companies. I’m a bit disappointed with the pay scale for my position and it’s not super competitive in the SF area.
Better things in a better way,2018-08-28,"Software Engineer in San Francisco, CA",5,,"I was drawn to Allbirds' strong commitment to the values that founded the company and to the higher-level goal of making better things in a better way - with a focus on environmental sustainability while making quality products.  There is a strong culture of transparency and trust across the teams.  Our founders/CEOs are very communicative and approachable.  The company is still relatively small for the level of impact we've had so teams are tight-knit, with lots of challenges and opportunities to grow with the company.  Among the software engineering team, the typical Allbirds engineer is very curious and driven but very collaborative as well.","The company is growing, but at this stage it can often feel like there is more work to do than there are people to do it."
"Amazing, Transparent and Fun",2018-02-22,"Anonymous Employee in San Francisco, CA",5,,"Fantastic leadership from the top with two modest, no-ego founders that are always available to talk and are extremely transparent about the happenings within the company.",This is a startup and fast-paced environment. Things move quickly and employees need to be able to work quickly and react to changes that inevitably occur in a high-growth environment like this
Allbirds- a flourishing company with a mission you can really get behind,2018-02-23,Anonymous Employee,5,,"Coming from a large international corporation, the environment and company culture at Allbirds is something I could only dream about previously. The company is thriving and growing, constantly creating new challenges to tackle. There is an extremely collaborative nature to the office- one typical of a start up. Additionally, we are a company of authentic people- something that is evident in every interaction you'll have throughout the office. We are all very proud of our mission to create ""better things in a better way"".",I have been employed by Allbirds for almost three months now and I've yet to discover a negative aspect to working here.
Great! But can be difficult.,2018-09-17,"Brand Ambassador in New York, NY",4,,"This company is amazing! Fantastic CEO's who actually care for their employees and highly value being eco-friendly. The company is extremely innovative and different from any other retail store I've worked or shopped at. Great marketing, great products, and you get free shoes!","A lot of times, some employees get away with slacking off (like texting in the back when it's busy or hiding in the stock room when there are a ton of customers to take care of). Some people like to sneak off and chit chat during rushes which is very unprofessional and leaves all the responsibility of representing outstanding customer service to just a handful of employees. That being said, there are some who really do care about the job and help out tremendously."
Great-ish,2019-07-29,Brand Ambassador,3,,"free shoes, if full time you have the same benefits as corporate, snacks, and some of the coworkers are great people","management has very obvious favorites. while you are told to go on the floor, management's favorites will stay in the back and do nothing, no equality, mangers have their favorites and if you are not one of them you will have to pick up everyone else's slack, it gets tiring when you go to the back for a cup of water and have a 1 minute conversation with someone and are told to go back on the floor when theres a whole group back there who have been there for 20 minutes. its tiring and frustrating. it gets very cliquey and it feels like high school sometimes"
"Amazing, Transparent and Fun",2018-02-22,"Anonymous Employee in San Francisco, CA",5,,"Fantastic leadership from the top with two modest, no-ego founders that are always available to talk and are extremely transparent about the happenings within the company.",This is a startup and fast-paced environment. Things move quickly and employees need to be able to work quickly and react to changes that inevitably occur in a high-growth environment like this
Allbirds- a flourishing company with a mission you can really get behind,2018-02-23,Anonymous Employee,5,,"Coming from a large international corporation, the environment and company culture at Allbirds is something I could only dream about previously. The company is thriving and growing, constantly creating new challenges to tackle. There is an extremely collaborative nature to the office- one typical of a start up. Additionally, we are a company of authentic people- something that is evident in every interaction you'll have throughout the office. We are all very proud of our mission to create ""better things in a better way"".",I have been employed by Allbirds for almost three months now and I've yet to discover a negative aspect to working here.
"Great intentions, but disappointing results",2019-04-25,Anonymous Employee,2,,"- Great snacks, happy hours, and catered lunch (not daily) - Mission driven - Will be a key player in the sustainability world; actually value making an impact and disrupting the industry - Genuinely tries to keep company culture intact as they continue to grow - Random field trips and company wide sponsored events plus cool guest speakers at company wide all hands - There are some great individuals who are talented, knowledgeable, and down to earth","- Little transparency. The company lacks transparency when it comes to salaries, promotions, and executive/management decisions. - People are surprisingly laid off often and there are absolutely no rational explanations. People begin to gossip and no one feels they have job security unless you're close to the executives.  - The people&talent team does not convey a friendly and open environment and is quick to dismiss or ignore your concerns. - The people team is so focused on company expansion/hiring that the growth and development of the employees is majorly overlooked.  - You're most likely extremely overworked and thrown 100s of projects which is typical in a startup environment, but positive reinforcement/recognition is either not demonstrated or used to dismiss the reality of the challenges and struggles everyone is feeling.  - Can get political as favoritism can definitely come into play - Constant mistakes are made because people are stretched too thin doing tons of things at less then 100%"
"Build New Stuff, Move Fast, Shape the Future of Sustainability, Wear Comfy Shoes to Work",2020-02-21,"Anonymous Employee in San Francisco, CA",4,,"Allbirds is for an entrepreneurial spirit, someone who wants to make big change on a company level, but also build a foundation for the future. A do-gooder culture full of people passionate about the environment","Be ready to work hard and fast. Allbirds is extremely successful in a short period of time so the pace is alarming at first. Definitely not for a firmly entrenched corporate bureaucrat. Green managers, non confrontational culture."
Customer Support Associate,2018-09-06,Customer Support Associate,4,,"- A company that is constantly looking for making better things in a better way  - You work with very intelligent and hard-working people. They are always down to help and keep you motivated. Your team becomes one of your best friends here - Catered lunch on Wednesdays (Twice a week during Nov - Jan holiday period) - Comprehensive three-week training process (paid) - Free Shoes! - Company updates are amazing to hear - Your team will always have your back - Location of HQ is convenient (via BART, Ferry, MUNI) - Managers/Lead are there to always help and improve the quality of your work","- Constant shake-ups on important events - must be ready to adapt and work in a fast-paced environment - There is very limited room for growth except for management positions, and although they do their best to present opportunities for special projects and specialized roles within the CX department, the nature of this job is just one that makes it hard to find any variety in the day-to-day work - The startup ambiance is changing to be more corporate feeling- there is still fun to be had, but it is starting to get more regulated - Sometimes leaving committed employees feeling undervalued and neglected - Salary is way too low for the volume of work, but it's the people that make the biggest difference in your workday and make you never want to leave! - If it matters - the snack bar is small and emptied out mid-week (easy fix though)"
"Fun, Empowering, Fast-Paced Place to Work",2018-04-24,"Anonymous Employee in San Francisco, CA",5,,"Allbirds has it's eye on a bright future, and it truly feels like they want every employee to be part of the journey getting there.   I feel encouraged to be my best self and do my best work at Allbirds. Even as we continue to quickly grow, culture and employee closeness at HQ remains strong. Our co-CEOs are approachable, humble, and easy to believe in.   Love working here!",Some days we only have 1 dog in the office.
"Amazing place to learn and grow, alongside the best people",2020-04-01,Anonymous Employee,5,,"-Leadership and employees never compromise on our mission and values -Great product that you can get behind  -Lots of learning opportunities, since the company is high growth and highly visible in the industry -I've never worked with such intelligent, passionate, humble people -I found comp and benefits to be higher than expected","-Very fast-paced environment, sometimes high pressure, but I think that comes with the territory"
"Opportunity, Growth and Impact",2018-08-22,"Retail in San Francisco, CA",5,,"Access to senior management, ability to question the way things are done, no politics","Often hectic environment, sometimes uncertainty or changes in plans/processes (you must be flexible)"
Work review,2023-03-21,"CX Associate in London, England",4,,Great people working there and amazing ethos,Not too much long term career progression
long way to go,2022-10-20,E-Commerce Director,4,,- product word of mouth,- need for resolve operation efficiency - need to bring real new product
great company,2021-11-01,Consultant,5,,eco-friendly wool pipers - tree runners great environment,nothing to say about cons
Good,2022-01-22,"Customer Service Associate in London, England",4,,Good team  Good money  Good benefits,No HR in the UK/EU
Good,2021-10-08,Retail Assistant,3,,"Lovely team, good pay, nice customers",No commission based sales system
Great company,2020-10-27,"Sales Associate in London, England",5,,"Great support from management Great work/life balance Plenty of benefits, such as free shoes",I cannot think of anything. It was a great experience
Good company,2021-01-30,Retail Assistant,3,,great brand values and perks,no real career progression even if that is discussed!
Allbirds has been one of the friendliest and relaxed environments to work in.,2020-07-28,Anonymous Employee,5,,The benefits of the company are premium as they cover my gym memberships and dental insurance. The hourly rate is also very generous.,I don’t have anything negative to share about Allbirds
