review_title,review_date,review_person,ratings,review_text,review_text_pro,review_text_con
"If not us, who? If not now, when?",2020-02-25,"Staff Software Engineer in Redwood City, CA",5,,"I want to start this out with the top three reasons why you should not join CZI. As an early nonprofit startup, we do have our fair share of challenges. And the following items are the top ones that I observe:  1. Plenty of changes:  Being a startup, lots of things can be in flux.   Management can change due to the company or the project entering a different phase of cycle (e g., early stage to growth)  Projects are evaluated every 3 to 6 months to determine whether they are worth further investment. Some projects get put on hold and others move to the next phase of the product cycle. (Team members from on hold projects will work on other projects)  Silicon Valley turnover rate (median: one year) applies to CZI as well, but I'd argue our tenure is probably longer  Overall, it's a growing startup, so lots of things are constantly being worked out, while new challenges arise. If you are looking for a predictable and well structured establishment, CZI is not there yet   2. Salary:  CZI is a nonprofit organization and solely funded by Priscilla and Mark's personal fortune, so understandably there's no stock options for employees.   However, our base salary is 11% higher than the top paying FANG (checked today from levels.fyi) and we also have the most generous 401K matching (10% of gross salary), so that does help close the salary gap  Just make sure to invest a good portion of your salary in the stock market, and you should still be able to retire as a multimillionaire after working a few decades   3. Difficult to quantify impact:  CZI works on really really difficult and extremely long term projects (impacts to be seen in decades), so sometime it could feel that we're not moving the needles and question whether we're actually doing anything to help change the world in the short term.  But it is important to remember that CZI is designed and uniquely positioned to tackle this kind of critical and high impact projects, because we don’t have shareholders to report to nor concerns to make money. So the whole organization is focused on exploring projects where we can make the most impact. And currently that’s Justice & Opportunity, Education, and Science (we’re exploring Environment, but we need to deliver results for the first three initiatives first before taking on more responsibilities)  Another good news is, CZI recently beefed up the Data Science team with the goal to help track and quantify short term and long term CZI impacts, so in the near future we will have more indirect metrics that hold us accountable in the work we do.   Top three reasons to join CZI:  1. Best of both worlds:  Working at an early multi-billion startup means you get the stability and resources of a mega company, but the learning and impact opportunities of a startup.  Many nonprofit organizations suffer from being unable to attract top talents to round out their teams. Luckily, it’s not an issue at CZI. We get world class talents, equipment, community collaboration, and funding to execute on projects  2. Unique impact:  Serving industries where money can’t be made, but are highly critical to the future of our society and communities.  We serve Education, Science, and Justice & Opportunity, because by empowering these backbones of our society, we can build an equal and equitable world where every human gets to realize their full potential, which will also help us prevent, manage, and cure all diseases!  Personally I wish we were living in such a world today, but the next best thing is to be at CZI and actively collaborate with the communities to make this a reality tomorrow  3. Wonderful coworkers, Work/Life Balance, and Perks:   Every day, I feel exhilarated to tackle the unique challenges CZI faces and am grateful to be surrounded by talented coworkers who support and care about each other. Most importantly, I'm constantly inspired by how deeply my coworkers care about the people we serve.   We frequently cry at town hall meetings, learning how social injustice, unequitable education, and diseases are inflicting millions of people in the world. But we also get SUPER fired up knowing that CZI is in a unique position to have a real shot at solving these pressing problems for many generations to come.  As a bonus, CZI is serious about taking care of its employees. We are very family oriented, get generous PTOs, flexible work schedules, work from home Wednesdays, bosses that urge you to take time off, and probably the highest quality catered lunches I’ve seen in the Bay Area tech companies (FANG, Airbnb, LinkedIn, etc.)  So what’s the end game?  We all have limited time to work before we inevitably retire. We all have hopes and dreams we wish to accomplish before it’s too late. We all see where the world is heading to is not where we want it to be.  Since when did we settle for the next big thing to be another phone, another ad sell, or another merchandise purchase, and not another student's aha moment, another equitable opportunity, or another disease cured?  Nobody can tell you what to do with the most valuable currency you have, which is your time. But I hope this post helps you understand what CZI stands for and why we believe in what we do.  After all, the pressing issues call for immediate actions, and 400 of us asked ourselves, ""if not us, who? If not now, when?""  I urge you to stand with us and unite our collective forces to change the world. Only this time, it's for real.",Please see above for the top three reasons not to work at CZI
interview process,2020-10-29,Associate,5,,they are have an impact on ballot measures and decarceration while at the same time creating opportunities.,there are no cons to working with CZI
CZI SWE review,2020-09-01,"Senior Software Engineer in Redwood City, CA",5,,"work life balance is really well, career growth is being considered","the culture here is not mature, overall towards a startup level. senior management is pretty messy and inconsistent"
Joined hopeful but left disappointed,2019-08-20,Anonymous Employee,2,,"- Mission driven organization with very ambitious and admirable goals to make big changes to Education, Science, and reform for critical areas like Criminal Justice, Immigration, and Housing Affordability. - More work/life balance than you'd typically get at other technology orgs, especially startups. It should be noted that this experience did vary depending on the team in which the employee worked. - Company is well funded so teams were not often constrained by resources and/or budgets. This also helped with innovation and experimentation which were usually supported and encouraged.","- Culture plagued with high turnover, layoffs, reorgs, poor employee engagement scores, challenges with inclusion, and constant ambiguity. It's unfortunate that the company's commitment to equity and fairness externally doesn't extend internally to its employee population. The environment created fear among employees when it came to things like voicing an opposing viewpoint, raising management issues, etc. - Communication was cloudy and lacked transparency. It became increasingly difficult to tell facts from ""fake news"" as the perception was that leadership would often ""spin"" information to support their own narrative. - Priscilla Chan was hands-on and incredibly passionate about the work happening externally; however, as the CEO she appeared uninvolved or distant from the business/people, especially given the small size of the company. This was particularly problematic when you had an inexperienced leadership team as it contributed to major cultural and organizational issues. - Company lacked typical checks and balances or accountability for organizational decisions. Although being a well funded startup can be a positive, it can also have negative consequences when decisions/growth strategies are not well thought out at the leadership level. For example, hiring people or departments too early resulting in layoffs, people departures, or general dissatisfaction."
PM,2020-10-01,Anonymous Employee,5,,Nice people and great food,I dont have any feedback
Great mission! Disappointing leaders and culture.,2019-09-05,Software Engineer,2,,"-401k matching -Work from home Wednesday’s -Compassionate founder -Smart co-workers from diverse backgrounds -Beautiful, open office space -Compelling mission","-Negative reviews concerning culture and leadership that have been posted here are ACCURATE -Loads of turnover, questionable terminations & spontaneous layoffs -Top heavy, hierarchical -Lack of diversity of thought, people fear retaliation if they speak up -Not as collaborative and flat as I’d expected or hoped for -Many decisions made from top down as subordinate voices don’t really get heard -Major lack of transparency"
A fast-growing and optimistic organization,2019-10-21,Director,4,,"Working at CZI is a chance to tackle some of the most substantive and substantial problems facing our generation and the ones to come. I found the underlying mission and long-term objectives to be deeply motivating. It is also an organization filled with intelligent and curious colleagues, who were also some of the kindest and most caring I've had the opportunity to work with in my career. The work itself is fast-paced. CZI is a young organization that has a growth mindset, so change is really the only constant. That can be both unsettling, and exciting.","The flip side of the fast pace of change is that the change can be distracting. It is a small and young organization, with all the expectations of a large and established company, given the resources and reputation attached. My main advice for those joining, or considering joining, would be to tune out the change, to the extent possible. The leaders - and specifically Priscilla and Mark - have a long-term mindset, with a strong clarity of vision. It's the path there that is messy and hard to predict. As CZI continues to grow, I think there will be more and more structure and focus, which will be helpful for thinking about priorities within the work, career growth, and work-life balance."
"Technology meet Philanthropy, Philanthropy meet Technology",2019-08-04,"Engineering Manager in Redwood City, CA",4,,"A lot of opportunities to build and look at solving problems in unique ways in comparison to what you'll normally find in Silicon Valley along with really great work/life balance. This largely stems from quick growth while trying to figure out what it means to successfully bring together diverse employees cutting across technology and philanthropy backgrounds. If you're interested in figuring out how to build an organization through these challenges, then you'll find it rewarding and you'll be pushed to grow yourself tremendously.","It's unclear how to successfully weave two very different cultures and backgrounds together which causes organizational challenges on a day to day basis. If you don't enjoy working somewhere which is rapidly evolving, requires nuance to succeed, and forgiveness along the way, then you'll find it quite frustrating."
Lack of career growth perspectives,2020-10-02,Software Engineer,3,,"Catered lunches, nice office, friendly teammates, great company mission",Lack of career growth perspectives. TC for senior engineers is small when compared to other big tech companies in this area.
give it a few years,2019-07-29,Manager,2,,"-work life balance -benefits and lots of tech company perks -for a philanthropy good salaries, sort of -lots of smart, interesting people","org is way off the mark right now... really high turnover including managers, directors, and senior execs.... no real leadership team, or people on team that have no qualifications.... favoritism in promotion and advancement and then staff is told everyone is paid fairly and negotiation isnt allowed... no real pattern or consistency in how people are classified compared to their responsibility.... lots of feel good tech or government people with no experience in these issues... not clear whether people at top know the problems when they have turnover and survey data that makes it clear... dont really care about retaining good people or diverse people... tech people with no background in social causes trying to save the world and not listening to people with real experience..."
A start-up philanthropy,2019-10-22,"Anonymous Employee in Redwood City, CA",5,,"Smart, kind colleagues who care about the mission; good work/life balance; intellectual challenge to build new programs/models for a new org that is part philanthropy, part tech company, part research /academic entity and part advocacy org. Very diverse team as a result — far more diverse than most Silicon Valley companies. founders are genuine, inspiring, patient and kind - Priscilla in particular.","Growth that was too fast and not fully aligned to work earlier on has had impact on role clarity, engagement and caused churn; consensus decision making at times makes things overly bureaucratic for the size of org; lack of tough decision making can be frustrating if you are from a background outside of nonprofits; very process heavy - modeled off of Facebook (but team is relatively small so that can be burdensome)."
Amazing people. Inspiring leadership,2020-04-04,"Anonymous Employee in Redwood City, CA",5,,"Supportive leaders with the incentives and resources to help us succeed.  Talented and dedicated coworkers who believe in the causes we fund.  Everyone is focused on being a humble, courageous and collaborative teammate across the organization","I’m not sure this is a con but I guess sometimes it’s challenging to work for an organization at this stage of their development. For me, it’s a chance to build something while trying to be present in moments when my vision or working style might be different from a coworker’s."
A start-up philanthropy,2019-10-22,"Anonymous Employee in Redwood City, CA",5,,"Smart, kind colleagues who care about the mission; good work/life balance; intellectual challenge to build new programs/models for a new org that is part philanthropy, part tech company, part research /academic entity and part advocacy org. Very diverse team as a result — far more diverse than most Silicon Valley companies. founders are genuine, inspiring, patient and kind - Priscilla in particular.","Growth that was too fast and not fully aligned to work earlier on has had impact on role clarity, engagement and caused churn; consensus decision making at times makes things overly bureaucratic for the size of org; lack of tough decision making can be frustrating if you are from a background outside of nonprofits; very process heavy - modeled off of Facebook (but team is relatively small so that can be burdensome)."
Amazing people. Inspiring leadership,2020-04-04,"Anonymous Employee in Redwood City, CA",5,,"Supportive leaders with the incentives and resources to help us succeed.  Talented and dedicated coworkers who believe in the causes we fund.  Everyone is focused on being a humble, courageous and collaborative teammate across the organization","I’m not sure this is a con but I guess sometimes it’s challenging to work for an organization at this stage of their development. For me, it’s a chance to build something while trying to be present in moments when my vision or working style might be different from a coworker’s."
Sacrifice career growth to work for a mission,2019-07-24,"Software Engineer in Redwood City, CA",2,,Meaningful mission - Great work/life balance (most positions) - Some really incredible coworkers - Modern tech stack for most projects - High levels of diversity with respect to hiring,"Cronyism: Former facebook employees have the clear advantage when it comes to getting promoted - Next to no career development - Extremely high turnover in many departments: recruiting is gutted and a lot of high profile departures among top leadership in other departments - Low total compensation (no stock) - Absurd levels of bureaucracy - Too many ""too big to fail"" projects - Lack of transparency and direct communication - Too many brilliant jerks"
Could be better,2020-06-08,Senior Software Engineer,2,,"My comments are limited to only a certain org  + WLB is good + Mission statement/ developing tech to help people (can't think of many companies that don't prioritize profit) + Friendly, nice coworkers","- Weak leadership: Product has no direction and dumb decisions are frequently made. Too many people with opinions on every little thing but they can't contribute. For such a small org, we move extremely slow. Legal slows down everything we do here. Engineering standards are surprisingly lacking for a company that came out of Facebook - Career ladder: Opportunities not found, politics pervades upper management. They preach equity but if you look at who the directors favor, it's the younger version of themselves.  - Mentorship: This place is great if you're fresh out of college. Otherwise, there are not enough senior/staff engineers to learn from"
Best place I have worked,2019-08-07,"Program Officer in Redwood City, CA",4,,"I have worked at two universities and one philanthropy prior to joining CZI, where I have been for over 2 years. This is, by far, the finest place I have worked. Most importantly, the mission (""a future for everyone"") really does permeate the place. Priscilla Chan is almost always present and a constant reminder of the mission in both her words and, especially, in her actions. The place operates on the highest ethical standards.  It also is interesting in its general aims. There are three philanthropic arms: 1) biomedical science research; 2) K-12 education; 3) advocacy for economic mobility, criminal justice reform, etc. That much is like very many other philanthropies, but there are two unique aspects. First, there are extensive software development teams assigned to each of the three arms. Priscilla and Mark's vision is to have a world class software development team at a philanthropy, a totally unique idea that seems certain to yield unexpected contributions. Second, because CZI is structured as an LLC, they have a 'Ventures' arm that can invest in businesses doing useful work related to CZI's aims, providing backing as needed. Bottom line: CZI has a good heart and a multifaceted, interesting structure.","The Cons are: a) growing pains; b) silos; c) Silicon Valley.  Growing Pains. The number of employees has increased about 10 fold in the 2+ years I've been here and that inevitably causes two kinds of problems: 1) mismatch between headcount and workload; 2) operational errors. On Operations, the growth from a tiny startup to about 500 employees has had many fluctuations (so many different software packages!), but the place keeps adapting and is running so smoothly now. The Operations folks have pulled it off. .... As for workload mismatch, it surely varies in different micro-environments, but I sense that, generally across the organization, there are far more people underworked than overworked. That can be really dissatisfying. Managers should be held to a higher bar before being given more staff. The most overworked group seems to be Recruiting. That's a bad sign.  Silos. The Tech sides are different from the Philanthropy sides, and the three Philanthropy arms have very different specific aims while all focused on increasing opportunity. Many of us hunger to know more about each other's work. Priscilla and Mark do their part with their monthly town halls and Communications does its part with the extensive website, but all that is kind of cheerleading/PR stuff. We seek deeper peer-to-peer communication across CZI sections.  Silicon Valley. It's a great place for the Tech side because of the local concentration of software developers, but can there be a place worse than Silicon Valley for a philanthropy whose central concern is economic mobility? You're just not close to the problem here and this can lead to naivete. Wage stagnation, lack of opportunity, poverty -- an understanding of this is pretty shallow if it comes just from a freshman sociology class. Moreover, many who are fully committed to the mission may feel frustrated by those for whom this is just another stop on a Silicon Valley career path."
"Good mission, but large gaps between perception and reality",2019-10-09,Technical Team,2,,"Funding is not an issue, and the image that CZI creates feels prestigious and altruistic. Priscilla does seem to care about the issues the company addresses.  The 401(k) matching.","FB culture has carried through to parts of CZI, including valuing toxic personalities and a tech elitist attitude. Performance reviews focused on “impact” which is very ambiguous and promotes favoritism and individualism. The middle managers had limited experience. Sharing concerns about management to HR was ineffective.  In a space where employees should have been having lively discussion and sharing different points of view on the work to make it better, few employees were comfortable engaging either due to fear or indifference. The direction was top-down.   Hiring diverse groups of people and then not retaining many of them. This is not the best place for people of color, based on my experience and after speaking with other POC. I have heard that things are improving, but do the homework and ask candid questions about culture, ownership, decision making, and power.  Not sure if the tools that are being developed are being measured or actually help. There’s a bit of a disconnect from the reality and the narrative CZI tells in both the employee culture and the company’s work products. The overall strategy feels top-down and unproven."
A new organization dedicated to making a difference,2019-08-22,Prefer Not To Say,4,,"- Lots of incredibly smart, mission oriented individuals  - Long term focus  - Good benefits  - Unique blend of philanthropy, grant making, investment, technology and advocacy - Working on hard problems - Dedicated (but not yet figured out) how to live diversity well","- This is a well funded, but new organizations. Not all the answers have been sorted out and infrastructure is still getting built. Not good if individuals not comfortable with ambiguity or blank space.  - Lots of people from different backgrounds that speak different ""languages"" per say. Sometimes it takes a bit extra effort to communicate well and sometimes there can be misunderstandings that takes effort to sort out."
Great Ambitions. Focus more on perception than substance. Poor Management.,2019-07-20,"Software Engineer in Redwood City, CA",2,,- Smart people - Flexible schedule - Decent pay and benefits,- Asking employees to speak up but rarely taking actions.  - Touting diversity and inclusion and focusing on recruiting employees but little effort to retain them  - A lot of bureaucracy for this size of organization - Not many projects of substance actually happening. A lot of effort seemed to be spent on perception and not substance. Having trouble retaining product/engineering talent - Lack of respect and fairness. Very top down.
"Noble mission, talented employees, unique challenges",2019-06-04,Product Manager,5,,"- Serving communities with powerful social missions (teachers, scientists, prosecutors) - Priscilla is truly inspiring - Senior management deeply cares about the mission and all the employees - Ability to impact one of the few organizations that can reshape the world  - Exceptionally talented colleagues, both technologists and domain experts - Competitive pay and benefits","The org is one-of-a-kind, wildly ambitious and grew very quickly. There are gaps in process and team cohesion. This is being addressed with senior hires and slowing growth.  Defining success for roles and projects is much harder than in a typical company, which can be daunting."
...,2019-02-14,Anonymous Employee,2,,-Decent pay and benefits for a foundation -Met some amazing people,"As typical of Silicon Valley, especially high turn-over rates, unpleasant work space for POC due to lack of mentorship and other issues.  Growing too fast without thoughtfully strategizing, which contrasts to its missions of creating change for the long-term."
A lot of potential,2019-09-14,"Director in Redwood City, CA",4,,Incredible colleagues from diverse backgrounds; big ambitions and desire to do things differently; good benefits and decent work life balance,"The org grew very fast and as a result is working through a lot of growing pains, turnover and working through the kind of culture it will foster"
Great mission! Amazing people!,2019-10-17,"Software Engineer in Redwood City, CA",5,,"At CZI, I've worked with smart, dedicated folks who are trying to solve important problems.",As a young philanthropy it is still actively learning how to reach it's goals and that sometimes feels like we're on a bit of a winding path.
...,2019-02-14,Anonymous Employee,2,,-Decent pay and benefits for a foundation -Met some amazing people,"As typical of Silicon Valley, especially high turn-over rates, unpleasant work space for POC due to lack of mentorship and other issues.  Growing too fast without thoughtfully strategizing, which contrasts to its missions of creating change for the long-term."
CZI Data,2018-06-05,Anonymous Employee,4,,"Great work life balance, smart engineers","young company, somewhat amorphous strategies"
Amazing place to work,2019-07-11,"IT Helpdesk Technician in Redwood City, CA",5,,"- Great, Friendly community - A lot of opportunity to grow and learn from others - Great organization with many benefits","- Philanthropy growing in size, so positions are not secured."
Toxic Culture and Bad Management,2019-04-24,Anonymous Employee,2,,- Generous pay and benefits  - Some really nice and smart people - Good work/life balance and flexibility for parents,- Very political and hierarchical  - People get promoted because of favoritism not because of skills - The mission sounds promising but company has no real direction - High employee turnover especially in engineering - Hard to advance your career  - Most of management is from Facebook so a lot of things are done the Facebook way
Hot mess,2019-11-13,Anonymous Employee,1,,"Many of the folks at junior/mid level are amazing, smart, and capable folks. They have so much integrity, drive, and vision - so much should be invested in them.","The lack of transparency, clarity, or integrity at leadership level makes it hard to do your job or feel that you are ""safe"" in your job. It seems that many leaders are in their position because they are good friends with the founders, worked at Facebook, or the organization had a hard time finding someone to fill the role so they promoted within. Many of the leaders are not qualified for the departments or orgs that they support. At the senior leadership level, it feels as if it is a constant power struggle where many will manipulate or play games to have ""power"".  There is fear to speak out or ask tough questions, many leaders believe ""If you're not happy, get out"". There is no room to give actionable feedback, some leaders are insecure. Turnover is an issue, some teams were laid off, and there is lack of clarity on the bigger vision. CZI talks about diversity but many leaders feel that they are compromising quality when they hire diverse folks or that they have already reached their quota of diverse folks. It is also concerning when you see strong, diverse leaders leaving the organization.  Engagement surveys are taken but no action or accountability is taken by leadership, many of the conversations that come out is on how to make leadership feel better about results and trainings to employees on how to be sympathetic to leadership."
"Smart people, poor management",2019-04-09,,3,,"- Work with lots of smart, dedicated folks - Great resources for a philanthropic organization - Decent pay - Many discussions about culture",- Management style was extremely hierarchical - The strategy shifted constantly - High turnover of top leadership
Brilliant people but lack of experience in leadership,2019-06-04,Communications Manager,3,,- brilliant minds  - collaborative environment - great pay - amazing mission  - CEO is extremely genuine,- ambiguous environment - lack of management experience - unclear expectations and strategy
"Bad morale, toxic culture, no impact",2019-07-24,"Software Engineer in Redwood City, CA",1,,- Good pay and benefits - Good snacks and lunches - Nice office,- No impact - Putting untested tools into schools - No measurement - Very difficult personalities and toxic culture - No accountability
Great,2022-02-11,Computational Biologist,5,,"Environment, work, science, philanthropy, career",None are found in this company
Best of Both Worlds: Technology and Social Good!,2021-02-17,Initiatives & Operations,5,,"Joined during Shelter in Place and the onboarding experience was amazing.  Growing and evolving start-up that's taking on the biggest social challenges like curing disease and improving education for the betterment of all...  It is the perfect marriage of experts across education, science, housing and immigration reform, with the brightest minds in engineering, product and design. It is astonishing to see the products that our teams bring to life that are making a real difference...like the Learning Platform.   All in all, it feels great working for a company that truly aims to improve people’s lives.","Whenever you mix academics, FANG engineers and reform-minded experts from different walks of life, there's bound to be some missteps along the way. But the mission and values serve as the north-star to get teams back on track."
